TIME;AUD_FwsNumber;AUD_AlarmNumber;FCUALTSELOUT_simaplaw_a;FCUALTSELOUT_simaplaw_b;FCU_AltKnobIncrement;IR1OUT_a4_i_150_GPS_UTC_hours;IR1OUT_a4_i_150_GPS_UTC_minutes;IR1OUT_a4_i_150_GPS_UTC_seconds;BAP1ENGDOUT_simaplaw_a;BAP2ENGDOUT_simaplaw_b;B1FDENGDNCOUT_simaplaw_a;B1FDENGDNCOUT_simaplaw_b;BATHRENGDOUT;P_PEDALS_STEERING;P_PEDAL_LEFT_BRAKE;P_PEDAL_LEFT_BRAKE_PERCENT;P_PEDAL_RIGHT_BRAKE;P_PEDAL_RIGHT_BRAKE_PERCENT;P_THROTTLE_LEVER_ANGLE_ENGINE_1;P_THROTTLE_LEVER_ANGLE_ENGINE_2;P_THROTTLE_LEVER_ANGLE_ENGINE_3;P_THROTTLE_LEVER_ANGLE_ENGINE_4;P_LEFT_SIDESTICK_TRIGGER_PRESSED;P_LG_PANEL_ANTI_SKID_POSITION_SELECTED;P_LG_PANEL_GEAR_DOWN_REQUEST;P_LG_PANEL_GEAR_UP_REQUEST;P_LEFT_SIDESTICK_PITCH_CTRL;P_LEFT_SIDESTICK_ROLL_CTRL;P_RIGHT_SIDESTICK_PITCH_CTRL;P_RIGHT_SIDESTICK_ROLL_CTRL;P_LEFT_SIDESTICK_INSTINCTIVE_DISCONNECT;CKT_Engine1MasterLeverOn;CKT_Engine2MasterLeverOn;CKT_ThrustLeverAngle[0];CKT_ThrustLeverAngle[1];CKT_ThrustLeverAngle[2];CKT_ThrustLeverAngle[3];P_FLAPS_BOOLEAN_1;P_FLAPS_BOOLEAN_2;P_FLAPS_BOOLEAN_3;P_FLAPS_BOOLEAN_4;P_FLAPS_BOOLEAN_5;P_GLS_L_MASTER_WARNING_BUTTON_PUSHED;P_GLS_R_MASTER_CAUTION_BUTTON_PUSHED;P_GLS_R_MASTER_WARNING_BUTTON_PUSHED;FCU_LeftBaroSetting;ALTFCU;BGOTOFCUOUT_simaplaw_a;FCGS_FcuFpaSelect;FCGS_FcuVerticalSpeedSelect;FCGS_HdgTrkTargetToBeDisplayedOnFcu;FCUALTSELPROUT_simaplaw_a;FCULATSELPROUT_simaplaw_a;FCUMACHSELOUT_simaplaw_a;FCUMODEOUT_simaplaw_a;FCURANGEOUT_simaplaw_a;FCUSPDSELOUT_simaplaw_a;FCUSPDSELPROUT_simaplaw_a;FCUVSSELPROUT_simaplaw_a;FCU_AdaptSdpKnobPull;FCU_AdaptSpdKnobPush;FCU_AltRateSelector;FCU_RightBaroSetting;FCU_AdaptRangeCpt10Nm;FCU_AdaptRangeCpt20Nm;FCU_AdaptRangeFo10Nm;FCU_AdaptRangeFo20Nm;FCU_AdaptRangeFo40Nm;ALTITUDE;SPEED;AOI;AlarmActive;AOIpT
395.94;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;38.0;1.0;0.0;1.0;1.0;1.0;0.55913;0.0;0.0;0.0;0.0;0.096405;0.11783;-0.021423;0.13925;0.0;1.0;0.0;1.0;-0.036934;-0.010135;-0.061139;0.017893;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;5717.759295724486;209.8476918966714;;0;
395.95;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;38.0;1.0;0.0;1.0;1.0;1.0;0.56542;0.0;0.0;0.0;0.0;0.11783;0.10712;0.07498200000000001;0.10712;0.0;1.0;0.0;1.0;-0.06808099999999999;-0.037161;-0.062291999999999986;0.019003;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;5718.27231278543;209.84810866406042;;0;
395.96;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;38.0;1.0;0.0;1.0;1.0;1.0;0.56542;0.0;0.0;0.0;0.0;0.096405;0.10712;0.042847;0.11783;0.0;1.0;0.0;1.0;-0.07961599999999999;-0.019144;-0.062291999999999986;0.016782;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;5718.785358750563;209.84852486108676;;0;
395.97;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;38.0;1.0;0.0;1.0;1.0;1.0;0.5622699999999999;0.0;0.0;0.0;0.0;0.10712;0.10712;0.07498200000000001;0.096405;0.0;1.0;0.0;1.0;-0.041549;-0.04617;-0.063446;0.019003;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;5719.298433620624;209.84894048774783;;0;
395.98;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;38.0;1.0;0.0;1.0;1.0;1.0;0.56542;0.0;0.0;0.0;0.0;0.096405;0.10712;-0.042847;0.14995999999999998;0.0;1.0;0.0;1.0;-0.075002;0.0;-0.063446;0.019003;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;5719.811537396336;209.84935554404112;;0;
395.99;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;38.0;1.0;0.0;1.0;1.0;1.0;0.5622699999999999;0.0;0.0;0.0;0.0;0.10712;0.096405;0.053558;0.10712;0.0;1.0;0.0;1.0;-0.070388;-0.037161;-0.062291999999999986;0.019003;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;5720.324670078437;209.84977002996393;;0;
396.0;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;38.0;1.0;0.0;1.0;1.0;1.0;0.5622699999999999;0.0;0.0;0.0;0.0;0.07498200000000001;0.10712;0.042847;0.12854000000000002;0.0;1.0;0.0;1.0;-0.023092;0.0;-0.062291999999999986;0.019003;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;5720.837831667655;209.8501839455137;;0;
396.01;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;38.0;1.0;0.0;1.0;1.0;1.0;0.5685600000000001;0.0;0.0;0.0;0.0;0.12854000000000002;0.11783;0.06427000000000001;0.08569299999999999;0.0;1.0;0.0;1.0;-0.0046346;-0.073196;-0.0646;0.020114;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;5721.351022164727;209.85059729068792;;0;
396.02;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;38.0;1.0;0.0;1.0;1.0;1.0;0.56542;0.0;0.0;0.0;0.0;0.096405;0.096405;0.032135000000000004;0.13925;0.0;1.0;0.0;1.0;-0.077309;-0.055179;-0.062291999999999986;0.017893;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;5721.864241570383;209.85101006548393;;0;
396.03;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;38.0;1.0;0.0;1.0;1.0;1.0;0.55913;0.0;0.0;0.0;0.0;0.10712;0.10712;0.08569299999999999;0.096405;0.0;1.0;0.0;1.0;-0.019631;-0.073196;-0.063446;0.020114;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;5722.3774898853535;209.85142226989916;;0;
396.04;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;38.0;1.0;0.0;1.0;1.0;1.0;0.5622699999999999;0.0;0.0;0.0;0.0;0.10712;0.10712;0.021423;0.11783;0.0;1.0;0.0;1.0;-0.070388;-0.073196;-0.062291999999999986;0.020114;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;5722.8907671103725;209.851833903931;;0;
396.05;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;38.0;1.0;0.0;1.0;1.0;1.0;0.5622699999999999;0.0;0.0;0.0;0.0;0.10712;0.10712;0.07498200000000001;0.08569299999999999;0.0;1.0;0.0;1.0;-0.041549;-0.013513;-0.062291999999999986;0.019003;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;5723.4040732461735;209.8522449675769;;0;
396.06;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;38.0;1.0;0.0;1.0;1.0;1.0;0.56542;0.0;0.0;0.0;0.0;0.10712;0.10712;0.010712;0.12854000000000002;0.0;1.0;0.0;1.0;-0.041549;-0.0090088;-0.063446;0.019003;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;5723.917408293487;209.85265546083426;;0;
396.07;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;38.0;1.0;0.0;1.0;1.0;1.0;0.5685600000000001;0.0;0.0;0.0;0.0;0.11783;0.11783;0.06427000000000001;0.11783;0.0;1.0;0.0;1.0;-0.042702;-0.037161;-0.063446;0.019003;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;5724.430772253044;209.85306538370048;;0;
396.08;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;38.0;1.0;0.0;1.0;1.0;1.0;0.56542;0.0;0.0;0.0;0.0;0.096405;0.10712;0.042847;0.11783;0.0;1.0;0.0;1.0;-0.07961599999999999;-0.073196;-0.062291999999999986;0.019003;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;5724.94416512558;209.85347473617298;;0;
396.09;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;38.0;1.0;0.0;1.0;1.0;1.0;0.56542;0.0;0.0;0.0;0.0;0.11783;0.11783;0.07498200000000001;0.096405;0.0;1.0;0.0;1.0;-0.084231;0.0;-0.063446;0.019003;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;5725.457586911825;209.85388351824915;;0;
396.1;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;38.0;1.0;0.0;1.0;1.0;1.0;0.5622699999999999;0.0;0.0;0.0;0.0;0.096405;0.10712;-0.021423;0.13925;0.0;1.0;0.0;1.0;-0.023092;-0.073196;-0.063446;0.019003;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;5725.97103761251;209.85429172992644;;0;
396.11;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;38.0;1.0;0.0;1.0;1.0;1.0;0.55913;0.0;0.0;0.0;0.0;0.10712;0.10712;0.053558;0.11783;0.0;1.0;0.0;1.0;-0.081923;-0.073196;-0.063446;0.019003;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;5726.484517228369;209.8546993712022;;0;
396.12;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;38.0;1.0;0.0;1.0;1.0;1.0;0.55913;0.0;0.0;0.0;0.0;0.08569299999999999;0.096405;0.032135000000000004;0.10712;0.0;1.0;0.0;1.0;-0.042702;-0.073196;-0.062291999999999986;0.017893;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;5726.998025760136;209.85510644207392;;0;
396.13;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;38.0;1.0;0.0;1.0;1.0;1.0;0.5685600000000001;0.0;0.0;0.0;0.0;0.10712;0.096405;0.07498200000000001;0.10712;0.0;1.0;0.0;1.0;-0.042702;-0.037161;-0.061139;0.017893;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;5727.511563208542;209.85551294253898;;0;
396.14;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;38.0;1.0;0.0;1.0;1.0;1.0;0.56542;0.0;0.0;0.0;0.0;0.08569299999999999;0.096405;-0.053558;0.14995999999999998;0.0;1.0;0.0;1.0;-0.07961599999999999;-0.073196;-0.062291999999999986;0.019003;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;5728.025129574316;209.85591887259474;;0;
396.15;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;38.0;1.0;0.0;1.0;1.0;1.0;0.55913;0.0;0.0;0.0;0.0;0.10712;0.12854000000000002;0.06427000000000001;0.12854000000000002;0.0;1.0;0.0;1.0;-0.078463;0.0033783000000000003;-0.062291999999999986;0.017893;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;5728.538724858192;209.85632423223873;;0;
396.16;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;38.0;1.0;0.0;1.0;1.0;1.0;0.55913;0.0;0.0;0.0;0.0;0.10712;0.10712;0.032135000000000004;0.12854000000000002;0.0;1.0;0.0;1.0;-0.023092;-0.0090088;-0.061139;0.017893;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;5729.052349060903;209.8567290214682;;0;
