TIME;AUD_FwsNumber;AUD_AlarmNumber;FCUALTSELOUT_simaplaw_a;FCUALTSELOUT_simaplaw_b;FCU_AltKnobIncrement;IR1OUT_a4_i_150_GPS_UTC_hours;IR1OUT_a4_i_150_GPS_UTC_minutes;IR1OUT_a4_i_150_GPS_UTC_seconds;BAP1ENGDOUT_simaplaw_a;BAP2ENGDOUT_simaplaw_b;B1FDENGDNCOUT_simaplaw_a;B1FDENGDNCOUT_simaplaw_b;BATHRENGDOUT;P_PEDALS_STEERING;P_PEDAL_LEFT_BRAKE;P_PEDAL_LEFT_BRAKE_PERCENT;P_PEDAL_RIGHT_BRAKE;P_PEDAL_RIGHT_BRAKE_PERCENT;P_THROTTLE_LEVER_ANGLE_ENGINE_1;P_THROTTLE_LEVER_ANGLE_ENGINE_2;P_THROTTLE_LEVER_ANGLE_ENGINE_3;P_THROTTLE_LEVER_ANGLE_ENGINE_4;P_LEFT_SIDESTICK_TRIGGER_PRESSED;P_LG_PANEL_ANTI_SKID_POSITION_SELECTED;P_LG_PANEL_GEAR_DOWN_REQUEST;P_LG_PANEL_GEAR_UP_REQUEST;P_LEFT_SIDESTICK_PITCH_CTRL;P_LEFT_SIDESTICK_ROLL_CTRL;P_RIGHT_SIDESTICK_PITCH_CTRL;P_RIGHT_SIDESTICK_ROLL_CTRL;P_LEFT_SIDESTICK_INSTINCTIVE_DISCONNECT;CKT_Engine1MasterLeverOn;CKT_Engine2MasterLeverOn;CKT_ThrustLeverAngle[0];CKT_ThrustLeverAngle[1];CKT_ThrustLeverAngle[2];CKT_ThrustLeverAngle[3];P_FLAPS_BOOLEAN_1;P_FLAPS_BOOLEAN_2;P_FLAPS_BOOLEAN_3;P_FLAPS_BOOLEAN_4;P_FLAPS_BOOLEAN_5;P_GLS_L_MASTER_WARNING_BUTTON_PUSHED;P_GLS_R_MASTER_CAUTION_BUTTON_PUSHED;P_GLS_R_MASTER_WARNING_BUTTON_PUSHED;FCU_LeftBaroSetting;ALTFCU;BGOTOFCUOUT_simaplaw_a;FCGS_FcuFpaSelect;FCGS_FcuVerticalSpeedSelect;FCGS_HdgTrkTargetToBeDisplayedOnFcu;FCUALTSELPROUT_simaplaw_a;FCULATSELPROUT_simaplaw_a;FCUMACHSELOUT_simaplaw_a;FCUMODEOUT_simaplaw_a;FCURANGEOUT_simaplaw_a;FCUSPDSELOUT_simaplaw_a;FCUSPDSELPROUT_simaplaw_a;FCUVSSELPROUT_simaplaw_a;FCU_AdaptSdpKnobPull;FCU_AdaptSpdKnobPush;FCU_AltRateSelector;FCU_RightBaroSetting;FCU_AdaptRangeCpt10Nm;FCU_AdaptRangeCpt20Nm;FCU_AdaptRangeFo10Nm;FCU_AdaptRangeFo20Nm;FCU_AdaptRangeFo40Nm;ALTITUDE;SPEED;AOI;AlarmActive;AOIpT
408.17;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.5685600000000001;0.0;0.0;0.0;0.0;0.11783;0.08569299999999999;0.26779000000000003;-0.021423;0.0;1.0;0.0;1.0;-0.046163;-0.022522;-0.063446;0.017893;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7148.138434426454;210.00000000000003;PFD;0;
408.18;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.5622699999999999;0.0;0.0;0.0;0.0;0.10712;0.08569299999999999;0.1821;0.032135000000000004;0.0;1.0;0.0;1.0;-0.07961599999999999;-0.034909;-0.061139;0.020114;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7151.25840527009;210.00000000000006;PFD;0;
408.19;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.55913;0.0;0.0;0.0;0.0;0.11783;0.08569299999999999;0.26779000000000003;-0.021423;0.0;1.0;0.0;1.0;-0.06115900000000001;-0.073196;-0.061139;0.017893;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7154.379961818956;210.00000000000006;PFD;0;
408.2;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.55913;0.0;0.0;0.0;0.0;0.096405;0.096405;0.26779000000000003;-0.010712;0.0;1.0;0.0;1.0;-0.0046346;-0.010135;-0.062291999999999986;0.019003;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7157.503089295468;210.0;PFD;0;
408.21;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.56542;0.0;0.0;0.0;0.0;0.10712;0.096405;0.2785;-0.021423;0.0;1.0;0.0;1.0;-0.07961599999999999;0.0045044;-0.062291999999999986;0.016782;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7160.627772922055;210.00000000000003;PFD;0;
408.22;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.56542;0.0;0.0;0.0;0.0;0.096405;0.08569299999999999;0.1821;0.032135000000000004;0.0;1.0;0.0;1.0;-0.0046346;-0.073196;-0.062291999999999986;0.019003;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7163.753997921132;210.00000000000003;PFD;0;
408.23;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.56542;0.0;0.0;0.0;0.0;0.08569299999999999;0.08569299999999999;0.26779000000000003;-0.010712;0.0;1.0;0.0;1.0;-0.041549;-0.073196;-0.061139;0.017893;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7166.881749515126;210.00000000000003;PFD;0;
408.24;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.5622699999999999;0.0;0.0;0.0;0.0;0.096405;0.096405;0.22495;0.010712;0.0;1.0;0.0;1.0;-0.076156;0.0;-0.063446;0.017893;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7170.011012926455;210.00000000000003;PFD;0;
408.25;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.5622699999999999;0.0;0.0;0.0;0.0;0.10712;0.08569299999999999;0.32135;-0.042847;0.0;1.0;0.0;1.0;-0.0046346;-0.028152;-0.062291999999999986;0.019003;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7173.1417733775415;210.00000000000003;PFD;0;
408.26;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.5685600000000001;0.0;0.0;0.0;0.0;0.08569299999999999;0.096405;0.23566;0.032135000000000004;0.0;1.0;0.0;1.0;-0.023092;0.0022522;-0.063446;0.017893;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7176.27401609081;210.00000000000006;PFD;0;
408.27;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.55913;0.0;0.0;0.0;0.0;0.10712;0.096405;0.24637;0.0;0.0;1.0;0.0;1.0;-0.0046346;0.0045044;-0.062291999999999986;0.019003;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7179.407726288678;210.0;PFD;0;
408.28;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.56542;0.0;0.0;0.0;0.0;0.096405;0.08569299999999999;0.23566;0.021423;0.0;1.0;0.0;1.0;-0.081923;-0.073196;-0.062291999999999986;0.017893;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7182.54288919357;210.0;PFD;0;
408.29;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.55913;0.0;0.0;0.0;0.0;0.10712;0.096405;0.26779000000000003;-0.010712;0.0;1.0;0.0;1.0;-0.013863;-0.02027;-0.062291999999999986;0.017893;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7185.679490027905;210.0;PFD;0;
408.3;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.5622699999999999;0.0;0.0;0.0;0.0;0.10712;0.08569299999999999;0.1821;0.032135000000000004;0.0;1.0;0.0;1.0;-0.0046346;0.0;-0.062291999999999986;0.017893;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7188.817514014108;210.0;PFD;0;
408.31;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.56542;0.0;0.0;0.0;0.0;0.096405;0.07498200000000001;0.29993000000000003;-0.021423;0.0;1.0;0.0;1.0;-0.0046346;-0.073196;-0.062291999999999986;0.017893;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7191.9569463746;210.0;PFD;0;
408.32;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.55913;0.0;0.0;0.0;0.0;0.10712;0.07498200000000001;0.23566;0.010712;0.0;1.0;0.0;1.0;-0.070388;-0.037161;-0.063446;0.016782;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7195.097772331803;210.0;PFD;0;
408.33;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.5622699999999999;0.0;0.0;0.0;0.0;0.10712;0.08569299999999999;0.29993000000000003;-0.032135000000000004;0.0;1.0;0.0;1.0;-0.023092;0.0022522;-0.059985;0.021225;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7198.2399771081355;210.0;PFD;0;
408.34;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.56542;0.0;0.0;0.0;0.0;0.10712;0.07498200000000001;0.20352;0.021423;0.0;1.0;0.0;1.0;-0.0046346;-0.037161;-0.062291999999999986;0.017893;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7201.383545926022;209.99999999999997;PFD;0;
408.35;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.5622699999999999;0.0;0.0;0.0;0.0;0.10712;0.08569299999999999;0.2785;-0.010712;0.0;1.0;0.0;1.0;-0.041549;-0.019144;-0.061139;0.017893;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7204.528464007884;210.0;PFD;0;
408.36;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.55599;0.0;0.0;0.0;0.0;0.10712;0.096405;0.25708000000000003;-0.010712;0.0;1.0;0.0;1.0;-0.060006;0.0011261;-0.059985;0.017893;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7207.6747165761435;209.99999999999997;PFD;0;
408.37;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.5622699999999999;0.0;0.0;0.0;0.0;0.096405;0.07498200000000001;0.31064;-0.042847;0.0;1.0;0.0;1.0;-0.03232;-0.073196;-0.062291999999999986;0.017893;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7210.82228885322;210.0;PFD;0;
408.38;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.5622699999999999;0.0;0.0;0.0;0.0;0.08569299999999999;0.08569299999999999;0.22495;0.021423;0.0;1.0;0.0;1.0;-0.06115900000000001;-0.022522;-0.063446;0.016782;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7213.971166061538;209.99999999999997;PFD;0;
408.39;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.55913;0.0;0.0;0.0;0.0;0.10712;0.07498200000000001;0.25708000000000003;-0.010712;0.0;1.0;0.0;1.0;-0.06808099999999999;-0.034909;-0.062291999999999986;0.019003;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7217.121333423518;210.0;PFD;0;
408.4;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.55913;0.0;0.0;0.0;0.0;0.096405;0.096405;0.23566;0.010712;0.0;1.0;0.0;1.0;-0.075002;0.0;-0.062291999999999986;0.019003;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7220.272776161582;209.99999999999997;PFD;0;
408.41;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.56542;0.0;0.0;0.0;0.0;0.11783;0.096405;0.29993000000000003;-0.042847;0.0;1.0;0.0;1.0;-0.07269500000000001;-0.013513;-0.061139;0.017893;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7223.425479498151;209.99999999999997;PFD;0;
408.42;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.5685600000000001;0.0;0.0;0.0;0.0;0.096405;0.096405;0.19281;0.032135000000000004;0.0;1.0;0.0;1.0;-0.07961599999999999;-0.073196;-0.059985;0.019003;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7226.5794286556475;210.0;PFD;0;
408.43;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.56542;0.0;0.0;0.0;0.0;0.10712;0.07498200000000001;0.31064;-0.042847;0.0;1.0;0.0;1.0;-0.0046346;-0.019144;-0.062291999999999986;0.016782;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7229.734608856491;210.0;PFD;0;
408.44;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.5622699999999999;0.0;0.0;0.0;0.0;0.096405;0.096405;0.25708000000000003;-0.010712;0.0;1.0;0.0;1.0;-0.0046346;-0.073196;-0.061139;0.019003;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7232.8910053231075;210.0;PFD;0;
408.45;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.5622699999999999;0.0;0.0;0.0;0.0;0.11783;0.07498200000000001;0.2785;-0.021423;0.0;1.0;0.0;1.0;-0.0046346;-0.013513;-0.062291999999999986;0.017893;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7236.0486032779145;209.99999999999997;PFD;0;
408.46;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.5622699999999999;0.0;0.0;0.0;0.0;0.096405;0.08569299999999999;0.16068;0.053558;0.0;1.0;0.0;1.0;-0.07961599999999999;-0.018018;-0.061139;0.019003;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7239.207387943335;209.99999999999997;PFD;0;
408.47;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.5685600000000001;0.0;0.0;0.0;0.0;0.08569299999999999;0.08569299999999999;0.29993000000000003;-0.010712;0.0;1.0;0.0;1.0;-0.0046346;-0.073196;-0.062291999999999986;0.017893;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7242.3673445417935;209.99999999999997;PFD;0;
408.48;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.55913;0.0;0.0;0.0;0.0;0.10712;0.08569299999999999;0.23566;-0.010712;0.0;1.0;0.0;1.0;-0.077309;-0.032657;-0.061139;0.019003;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7245.528458295707;210.0;PFD;0;
408.49;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.56542;0.0;0.0;0.0;0.0;0.10712;0.08569299999999999;0.32135;-0.06427000000000001;0.0;1.0;0.0;1.0;-0.06115900000000001;-0.073196;-0.062291999999999986;0.017893;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7248.690714427501;209.99999999999994;PFD;0;
408.5;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.5622699999999999;0.0;0.0;0.0;0.0;0.096405;0.096405;0.25708000000000003;-0.010712;0.0;1.0;0.0;1.0;-0.086538;-0.037161;-0.063446;0.019003;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7251.854098159595;209.99999999999997;PFD;0;
408.51;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.5685600000000001;0.0;0.0;0.0;0.0;0.096405;0.08569299999999999;0.29993000000000003;-0.053558;0.0;1.0;0.0;1.0;-0.0046346;0.0;-0.062291999999999986;0.016782;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7255.018594714413;209.99999999999994;PFD;0;
408.52;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.55913;0.0;0.0;0.0;0.0;0.10712;0.08569299999999999;0.23566;-0.010712;0.0;1.0;0.0;1.0;-0.0046346;-0.073196;-0.062291999999999986;0.017893;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7258.184189314374;209.99999999999994;PFD;0;
408.53;0.0;0.0;9000.0;9000.0;0.0;10.0;14.0;50.0;1.0;0.0;1.0;1.0;1.0;0.5622699999999999;0.0;0.0;0.0;0.0;0.10712;0.08569299999999999;0.2785;-0.042847;0.0;1.0;0.0;1.0;-0.070388;-0.073196;-0.062291999999999986;0.017893;0.0;1.0;1.0;26.194000000000006;26.194000000000006;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1.8;1800.0;136.0;90.0;136.0;1.0;4.0;8.0;210.0;210.0;18.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;7261.350867181902;209.99999999999994;PFD;0;
