TIME;AUD_FwsNumber;AUD_AlarmNumber;FCUALTSELOUT_simaplaw_a;FCUALTSELOUT_simaplaw_b;FCU_AltKnobIncrement;IR1OUT_a4_i_150_GPS_UTC_hours;IR1OUT_a4_i_150_GPS_UTC_minutes;IR1OUT_a4_i_150_GPS_UTC_seconds;BAP1ENGDOUT_simaplaw_a;B1FDENGDNCOUT_simaplaw_a;B1FDENGDNCOUT_simaplaw_b;BATHRENGDOUT;P_PEDALS_STEERING;P_PEDAL_LEFT_BRAKE;P_PEDAL_LEFT_BRAKE_PERCENT;P_PEDAL_RIGHT_BRAKE;P_PEDAL_RIGHT_BRAKE_PERCENT;P_THROTTLE_LEVER_ANGLE_ENGINE_1;P_THROTTLE_LEVER_ANGLE_ENGINE_2;P_THROTTLE_LEVER_ANGLE_ENGINE_3;P_THROTTLE_LEVER_ANGLE_ENGINE_4;P_LEFT_SIDESTICK_TRIGGER_PRESSED;P_LG_PANEL_ANTI_SKID_POSITION_SELECTED;P_LG_PANEL_GEAR_DOWN_REQUEST;P_LG_PANEL_GEAR_UP_REQUEST;P_LEFT_SIDESTICK_PITCH_CTRL;P_LEFT_SIDESTICK_ROLL_CTRL;P_RIGHT_SIDESTICK_PITCH_CTRL;P_RIGHT_SIDESTICK_ROLL_CTRL;P_LEFT_SIDESTICK_INSTINCTIVE_DISCONNECT;CKT_Engine1MasterLeverOn;CKT_Engine2MasterLeverOn;CKT_ThrustLeverAngle[0];CKT_ThrustLeverAngle[1];CKT_ThrustLeverAngle[2];CKT_ThrustLeverAngle[3];P_FLAPS_BOOLEAN_1;P_FLAPS_BOOLEAN_2;P_FLAPS_BOOLEAN_3;P_FLAPS_BOOLEAN_4;P_FLAPS_BOOLEAN_5;P_GLS_L_MASTER_CAUTION_BUTTON_PUSHED;P_GLS_L_MASTER_WARNING_BUTTON_PUSHED;P_GLS_R_MASTER_CAUTION_BUTTON_PUSHED;P_GLS_R_MASTER_WARNING_BUTTON_PUSHED;FCU_LeftBaroSetting;ALTFCU;BGOTOFCUOUT_simaplaw_a;FCGS_FcuVerticalSpeedSelect;FCGS_HdgTrkTargetToBeDisplayedOnFcu;FCUALTSELPROUT_simaplaw_a;FCULATSELPROUT_simaplaw_a;FCUMACHSELOUT_simaplaw_a;FCUMODEOUT_simaplaw_a;FCURANGEOUT_simaplaw_a;FCUSPDSELOUT_simaplaw_a;FCUSPDSELPROUT_simaplaw_a;FCUVSSELPROUT_simaplaw_a;FCU_AltRateSelector;FCU_RightBaroSetting;FCU_AdaptRangeCpt10Nm;FCU_AdaptRangeCpt20Nm;FCU_AdaptRangeCpt40Nm;FCU_AdaptRangeCpt80Nm;FCU_AdaptRangeFo10Nm;FCU_AdaptRangeFo160Nm;FCU_AdaptRangeFo20Nm;FCU_AdaptRangeFo40Nm;FCU_AdaptRangeFo80Nm;ALTITUDE;SPEED;AOI;AlarmActive;AOIpT
320.5;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.42708;0.0;0.0;0.0;0.0;0.11783;0.096405;0.22495;0.032135000000000004;0.0;1.0;0.0;1.0;-0.07961599999999999;-0.037161;-0.0646;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.196281526167;249.9791278512928;ND;0;
320.51;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.42708;0.0;0.0;0.0;0.0;0.10712;0.10712;0.26779000000000003;0.0;0.0;1.0;0.0;1.0;-0.041549;-0.073196;-0.0646;0.033444;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.193483683286;249.97905524933822;ND;0;
320.52;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.43023;0.0;0.0;0.0;0.0;0.12854000000000002;0.096405;0.25708000000000003;0.010712;0.0;1.0;0.0;1.0;-0.099227;-0.0090088;-0.06575299999999999;0.035666;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.190680996515;249.97898252198405;ND;0;
320.53;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.43337;0.0;0.0;0.0;0.0;0.11783;0.096405;0.26779000000000003;0.0;0.0;1.0;0.0;1.0;-0.10269;-0.073196;-0.0646;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.187873465946;249.97890966923387;ND;0;
320.54;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.43023;0.0;0.0;0.0;0.0;0.11783;0.096405;0.20352;0.053558;0.0;1.0;0.0;1.0;-0.098073;-0.073196;-0.0646;0.035666;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.185061091668;249.97883669109103;ND;0;
320.55;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.43023;0.0;0.0;0.0;0.0;0.10712;0.10712;0.22495;0.010712;0.0;1.0;0.0;1.0;-0.1073;-0.018018;-0.06575299999999999;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.182243873769;249.97876358755883;ND;0;
320.56;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.43023;0.0;0.0;0.0;0.0;0.11783;0.10712;0.29993000000000003;-0.032135000000000004;0.0;1.0;0.0;1.0;-0.060006;0.0;-0.0646;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.179421812345;249.97869035864068;ND;0;
320.57;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.43023;0.0;0.0;0.0;0.0;0.096405;0.096405;0.2785;-0.021423;0.0;1.0;0.0;1.0;-0.065773;0.0033783000000000003;-0.0646;0.035666;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.176594907485;249.97861700433998;ND;0;
320.58;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.43023;0.0;0.0;0.0;0.0;0.13925;0.096405;0.23566;0.021423;0.0;1.0;0.0;1.0;-0.041549;-0.0259;-0.0646;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.17376315928;249.97854352466015;ND;0;
320.59;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.43023;0.0;0.0;0.0;0.0;0.10712;0.096405;0.25708000000000003;0.0;0.0;1.0;0.0;1.0;-0.098073;-0.055179;-0.0646;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.170926567824;249.97846991960458;ND;0;
320.6;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.42708;0.0;0.0;0.0;0.0;0.096405;0.096405;0.31064;-0.021423;0.0;1.0;0.0;1.0;-0.041549;-0.073196;-0.06690700000000001;0.035666;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.1680851332;249.9783961891766;ND;0;
320.61;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.42708;0.0;0.0;0.0;0.0;0.11783;0.08569299999999999;0.28922;-0.032135000000000004;0.0;1.0;0.0;1.0;-0.07961599999999999;-0.045044;-0.06690700000000001;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.165238855507;249.97832233337965;ND;0;
320.62;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.42394;0.0;0.0;0.0;0.0;0.11783;0.10712;0.24637;0.021423;0.0;1.0;0.0;1.0;-0.09692;0.0;-0.0646;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.162387734834;249.97824835221704;ND;0;
320.63;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.42708;0.0;0.0;0.0;0.0;0.10712;0.10712;0.2785;-0.010712;0.0;1.0;0.0;1.0;-0.10615;-0.055179;-0.06690700000000001;0.035666;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.159531771267;249.97817424569226;ND;0;
320.64;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.42394;0.0;0.0;0.0;0.0;0.11783;0.10712;0.2785;-0.010712;0.0;1.0;0.0;1.0;-0.10153;-0.073196;-0.06575299999999999;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.156670964905;249.97810001380864;ND;0;
320.65;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.42708;0.0;0.0;0.0;0.0;0.096405;0.096405;0.2785;0.0;0.0;1.0;0.0;1.0;-0.1073;-0.018018;-0.0646;0.036777;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.153805315831;249.97802565656954;ND;0;
320.66;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.4208;0.0;0.0;0.0;0.0;0.11783;0.096405;0.1821;0.07498200000000001;0.0;1.0;0.0;1.0;-0.041549;-0.013513;-0.06575299999999999;0.033444;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.15093482414;249.97795117397845;ND;0;
320.67;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.42394;0.0;0.0;0.0;0.0;0.10712;0.096405;0.22495;0.032135000000000004;0.0;1.0;0.0;1.0;-0.041549;-0.073196;-0.06575299999999999;0.035666;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.148059489922;249.97787656603867;ND;0;
320.68;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.42708;0.0;0.0;0.0;0.0;0.10712;0.10712;0.1821;0.032135000000000004;0.0;1.0;0.0;1.0;-0.050777;-0.073196;-0.06690700000000001;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.145179313267;249.97780183275358;ND;0;
320.69;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.42394;0.0;0.0;0.0;0.0;0.10712;0.096405;0.24637;0.010712;0.0;1.0;0.0;1.0;-0.078463;-0.018018;-0.06575299999999999;0.033444;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.142294294272;249.97772697412665;ND;0;
320.7;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.43023;0.0;0.0;0.0;0.0;0.11783;0.10712;0.13925;0.08569299999999999;0.0;1.0;0.0;1.0;-0.078463;-0.0090088;-0.0646;0.035666;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.139404433019;249.97765199016115;ND;0;
320.71;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.42708;0.0;0.0;0.0;0.0;0.11783;0.11783;0.21423000000000006;0.042847;0.0;1.0;0.0;1.0;-0.07961599999999999;-0.037161;-0.06575299999999999;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.136509729602;249.9775768808606;ND;0;
320.72;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.4208;0.0;0.0;0.0;0.0;0.11783;0.096405;0.22495;0.032135000000000004;0.0;1.0;0.0;1.0;-0.041549;-0.037161;-0.06690700000000001;0.035666;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.133610184115;249.97750164622826;ND;0;
320.73;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.43023;0.0;0.0;0.0;0.0;0.096405;0.096405;0.23566;0.010712;0.0;1.0;0.0;1.0;-0.050777;-0.073196;-0.0646;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.130705796648;249.97742628626756;ND;0;
320.74;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.4208;0.0;0.0;0.0;0.0;0.10712;0.10712;0.13925;0.08569299999999999;0.0;1.0;0.0;1.0;-0.060006;-0.0090088;-0.0646;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.127796567289;249.97735080098195;ND;0;
320.75;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.42394;0.0;0.0;0.0;0.0;0.11783;0.10712;0.20352;0.032135000000000004;0.0;1.0;0.0;1.0;-0.060006;-0.027026;-0.06690700000000001;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.124882496131;249.97727519037474;ND;0;
320.76;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.42708;0.0;0.0;0.0;0.0;0.10712;0.096405;0.19281;0.042847;0.0;1.0;0.0;1.0;-0.1073;-0.073196;-0.06575299999999999;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.121963583264;249.97719945444936;ND;0;
320.77;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.4208;0.0;0.0;0.0;0.0;0.11783;0.10712;0.22495;0.032135000000000004;0.0;1.0;0.0;1.0;-0.1073;-0.036035000000000005;-0.0646;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.119039828776;249.97712359320917;ND;0;
320.78;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.42708;0.0;0.0;0.0;0.0;0.11783;0.10712;0.12854000000000002;0.08569299999999999;0.0;1.0;0.0;1.0;-0.058852;-0.018018;-0.06575299999999999;0.035666;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.116111232766;249.97704760665758;ND;0;
320.79;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.42708;0.0;0.0;0.0;0.0;0.11783;0.11783;0.20352;0.042847;0.0;1.0;0.0;1.0;-0.065773;-0.034909;-0.06806;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.11317779532;249.97697149479797;ND;0;
320.8;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.42708;0.0;0.0;0.0;0.0;0.10712;0.10712;0.17139;0.053558;0.0;1.0;0.0;1.0;-0.092305;-0.018018;-0.06575299999999999;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.110239516527;249.97689525763369;ND;0;
320.81;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.42394;0.0;0.0;0.0;0.0;0.11783;0.096405;0.22495;0.021423;0.0;1.0;0.0;1.0;-0.041549;-0.019144;-0.06690700000000001;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.107296396482;249.97681889516824;ND;0;
320.82;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.42708;0.0;0.0;0.0;0.0;0.10712;0.10712;0.13925;0.096405;0.0;1.0;0.0;1.0;-0.098073;-0.04054;-0.06575299999999999;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.10434843527;249.97674240740486;ND;0;
320.83;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.42394;0.0;0.0;0.0;0.0;0.11783;0.10712;0.24637;0.021423;0.0;1.0;0.0;1.0;-0.060006;-0.037161;-0.06690700000000001;0.035666;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.10139563299;249.97666579434704;ND;0;
320.84;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.43023;0.0;0.0;0.0;0.0;0.10712;0.096405;0.13925;0.08569299999999999;0.0;1.0;0.0;1.0;-0.060006;-0.073196;-0.06575299999999999;0.033444;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.098437989725;249.97658905599815;ND;0;
320.85;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.42708;0.0;0.0;0.0;0.0;0.10712;0.10712;0.22495;0.032135000000000004;0.0;1.0;0.0;1.0;-0.099227;-0.018018;-0.06575299999999999;0.036777;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.095475505572;249.97651219236155;ND;0;
320.86;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.42708;0.0;0.0;0.0;0.0;0.11783;0.10712;0.11783;0.096405;0.0;1.0;0.0;1.0;-0.050777;-0.073196;-0.06575299999999999;0.035666;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.092508180618;249.97643520344062;ND;0;
320.87;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;9.0;1.0;1.0;1.0;1.0;0.41765;0.0;0.0;0.0;0.0;0.096405;0.10712;0.19281;0.053558;0.0;1.0;0.0;1.0;-0.098073;-0.028152;-0.06575299999999999;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8999.08953601496;249.97635808923874;ND;0;
