TIME;AUD_FwsNumber;AUD_AlarmNumber;FCUALTSELOUT_simaplaw_a;FCUALTSELOUT_simaplaw_b;FCU_AltKnobIncrement;IR1OUT_a4_i_150_GPS_UTC_hours;IR1OUT_a4_i_150_GPS_UTC_minutes;IR1OUT_a4_i_150_GPS_UTC_seconds;BAP1ENGDOUT_simaplaw_a;B1FDENGDNCOUT_simaplaw_a;B1FDENGDNCOUT_simaplaw_b;BATHRENGDOUT;P_PEDALS_STEERING;P_PEDAL_LEFT_BRAKE;P_PEDAL_LEFT_BRAKE_PERCENT;P_PEDAL_RIGHT_BRAKE;P_PEDAL_RIGHT_BRAKE_PERCENT;P_THROTTLE_LEVER_ANGLE_ENGINE_1;P_THROTTLE_LEVER_ANGLE_ENGINE_2;P_THROTTLE_LEVER_ANGLE_ENGINE_3;P_THROTTLE_LEVER_ANGLE_ENGINE_4;P_LEFT_SIDESTICK_TRIGGER_PRESSED;P_LG_PANEL_ANTI_SKID_POSITION_SELECTED;P_LG_PANEL_GEAR_DOWN_REQUEST;P_LG_PANEL_GEAR_UP_REQUEST;P_LEFT_SIDESTICK_PITCH_CTRL;P_LEFT_SIDESTICK_ROLL_CTRL;P_RIGHT_SIDESTICK_PITCH_CTRL;P_RIGHT_SIDESTICK_ROLL_CTRL;P_LEFT_SIDESTICK_INSTINCTIVE_DISCONNECT;CKT_Engine1MasterLeverOn;CKT_Engine2MasterLeverOn;CKT_ThrustLeverAngle[0];CKT_ThrustLeverAngle[1];CKT_ThrustLeverAngle[2];CKT_ThrustLeverAngle[3];P_FLAPS_BOOLEAN_1;P_FLAPS_BOOLEAN_2;P_FLAPS_BOOLEAN_3;P_FLAPS_BOOLEAN_4;P_FLAPS_BOOLEAN_5;P_GLS_L_MASTER_CAUTION_BUTTON_PUSHED;P_GLS_L_MASTER_WARNING_BUTTON_PUSHED;P_GLS_R_MASTER_CAUTION_BUTTON_PUSHED;P_GLS_R_MASTER_WARNING_BUTTON_PUSHED;FCU_LeftBaroSetting;ALTFCU;BGOTOFCUOUT_simaplaw_a;FCGS_FcuVerticalSpeedSelect;FCGS_HdgTrkTargetToBeDisplayedOnFcu;FCUALTSELPROUT_simaplaw_a;FCULATSELPROUT_simaplaw_a;FCUMACHSELOUT_simaplaw_a;FCUMODEOUT_simaplaw_a;FCURANGEOUT_simaplaw_a;FCUSPDSELOUT_simaplaw_a;FCUSPDSELPROUT_simaplaw_a;FCUVSSELPROUT_simaplaw_a;FCU_AltRateSelector;FCU_RightBaroSetting;FCU_AdaptRangeCpt10Nm;FCU_AdaptRangeCpt20Nm;FCU_AdaptRangeCpt40Nm;FCU_AdaptRangeCpt80Nm;FCU_AdaptRangeFo10Nm;FCU_AdaptRangeFo160Nm;FCU_AdaptRangeFo20Nm;FCU_AdaptRangeFo40Nm;FCU_AdaptRangeFo80Nm;ALTITUDE;SPEED;AOI;AlarmActive;AOIpT
311.69;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.38307;0.0;0.0;0.0;0.0;0.096405;0.096405;0.35349;-0.053558;0.0;1.0;0.0;1.0;-0.047316;-0.073196;-0.0646;0.035666;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8997.753595769907;250.0;ND;0;ND
311.7;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.3799300000000001;0.0;0.0;0.0;0.0;0.10712;0.10712;0.31064;-0.042847;0.0;1.0;0.0;1.0;-0.023092;-0.073196;-0.06575299999999999;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8997.768140329345;250.0;ND;0;ND
311.71;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.38307;0.0;0.0;0.0;0.0;0.10712;0.07498200000000001;0.33206;-0.06427000000000001;0.0;1.0;0.0;1.0;-0.0046346;0.0022522;-0.06690700000000001;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8997.78263808266;250.0;ND;0;ND
311.72;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.38307;0.0;0.0;0.0;0.0;0.11783;0.10712;0.35349;-0.053558;0.0;1.0;0.0;1.0;0.004594;-0.034909;-0.06575299999999999;0.033444;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8997.79708902561;250.0;ND;0;ND
311.73;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.3799300000000001;0.0;0.0;0.0;0.0;0.10712;0.096405;0.34277;-0.06427000000000001;0.0;1.0;0.0;1.0;-0.023092;-0.022522;-0.06575299999999999;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8997.811493153957;250.0;ND;0;ND
311.74;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.3799300000000001;0.0;0.0;0.0;0.0;0.10712;0.096405;0.32135;-0.042847;0.0;1.0;0.0;1.0;-0.047316;-0.037161;-0.06575299999999999;0.035666;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8997.82585046346;250.0;ND;0;ND
311.75;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.37678;0.0;0.0;0.0;0.0;0.10712;0.08569299999999999;0.34277;-0.06427000000000001;0.0;1.0;0.0;1.0;-0.06115900000000001;-0.064188;-0.0646;0.035666;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8997.840160949881;250.00000000000003;ND;0;ND
311.76;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.38621;0.0;0.0;0.0;0.0;0.10712;0.07498200000000001;0.33206;-0.06427000000000001;0.0;1.0;0.0;1.0;-0.023092;-0.073196;-0.06575299999999999;0.035666;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8997.854424608982;250.0;ND;0;ND
311.77;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.37678;0.0;0.0;0.0;0.0;0.096405;0.08569299999999999;0.34277;-0.07498200000000001;0.0;1.0;0.0;1.0;-0.08077000000000001;-0.073196;-0.06575299999999999;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8997.868641436522;249.99999999999997;ND;0;ND
311.78;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.38307;0.0;0.0;0.0;0.0;0.10712;0.096405;0.32135;-0.053558;0.0;1.0;0.0;1.0;-0.042702;-0.037161;-0.06575299999999999;0.035666;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8997.882811428262;249.99999999999997;ND;0;ND
311.79;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.38307;0.0;0.0;0.0;0.0;0.096405;0.096405;0.33206;-0.053558;0.0;1.0;0.0;1.0;-0.065773;0.0;-0.0646;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8997.896934579961;250.00000000000003;ND;0;ND
311.8;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.3799300000000001;0.0;0.0;0.0;0.0;0.12854000000000002;0.096405;0.33206;-0.032135000000000004;0.0;1.0;0.0;1.0;-0.01271;-0.073196;-0.06575299999999999;0.035666;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8997.911010887381;250.0;ND;0;ND
311.81;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.3799300000000001;0.0;0.0;0.0;0.0;0.096405;0.08569299999999999;0.35349;-0.07498200000000001;0.0;1.0;0.0;1.0;-0.075002;-0.034909;-0.06690700000000001;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8997.925040346281;250.0;ND;0;ND
311.82;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.37678;0.0;0.0;0.0;0.0;0.11783;0.08569299999999999;0.29993000000000003;-0.032135000000000004;0.0;1.0;0.0;1.0;-0.023092;-0.073196;-0.06575299999999999;0.035666;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8997.939022952425;250.0;ND;0;ND
311.83;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.3799300000000001;0.0;0.0;0.0;0.0;0.11783;0.096405;0.33206;-0.053558;0.0;1.0;0.0;1.0;-0.051931;-0.055179;-0.0646;0.035666;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8997.95295870157;250.0;ND;0;ND
311.84;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.38621;0.0;0.0;0.0;0.0;0.11783;0.08569299999999999;0.32135;-0.042847;0.0;1.0;0.0;1.0;-0.05654500000000001;-0.0090088;-0.06575299999999999;0.035666;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8997.96684758948;250.0;ND;0;ND
311.85;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.38307;0.0;0.0;0.0;0.0;0.096405;0.08569299999999999;0.33206;-0.053558;0.0;1.0;0.0;1.0;-0.0046346;-0.073196;-0.06690700000000001;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8997.98068961191;250.0;ND;0;ND
311.86;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.38307;0.0;0.0;0.0;0.0;0.096405;0.096405;0.31064;-0.010712;0.0;1.0;0.0;1.0;-0.036934;-0.073196;-0.06690700000000001;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8997.994484764626;250.0;ND;0;ND
311.87;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.37678;0.0;0.0;0.0;0.0;0.10712;0.08569299999999999;0.33206;-0.053558;0.0;1.0;0.0;1.0;-0.06115900000000001;-0.073196;-0.06690700000000001;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8998.008233043385;250.0;ND;0;ND
311.88;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.38621;0.0;0.0;0.0;0.0;0.11783;0.096405;0.33206;-0.032135000000000004;0.0;1.0;0.0;1.0;-0.0046346;-0.055179;-0.06806;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8998.021934443948;250.0;ND;0;ND
311.89;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.37678;0.0;0.0;0.0;0.0;0.096405;0.096405;0.33206;-0.07498200000000001;0.0;1.0;0.0;1.0;-0.060006;-0.073196;-0.0646;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8998.035588962079;250.0;ND;0;ND
311.9;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.37678;0.0;0.0;0.0;0.0;0.096405;0.096405;0.31064;-0.010712;0.0;1.0;0.0;1.0;-0.0092488;-0.073196;-0.06690700000000001;0.032333;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8998.049196593536;249.99999999999997;ND;0;ND
311.91;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.3799300000000001;0.0;0.0;0.0;0.0;0.10712;0.08569299999999999;0.31064;-0.042847;0.0;1.0;0.0;1.0;-0.0046346;0.0;-0.06690700000000001;0.033444;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8998.062757334079;250.0;ND;0;ND
311.92;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.37678;0.0;0.0;0.0;0.0;0.10712;0.07498200000000001;0.32135;-0.032135000000000004;0.0;1.0;0.0;1.0;-0.07961599999999999;-0.013513;-0.0646;0.035666;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8998.076271179469;250.0;ND;0;ND
311.93;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.3799300000000001;0.0;0.0;0.0;0.0;0.10712;0.096405;0.33206;-0.053558;0.0;1.0;0.0;1.0;-0.023092;-0.073196;-0.06690700000000001;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8998.089738125465;250.00000000000003;ND;0;ND
311.94;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.37678;0.0;0.0;0.0;0.0;0.11783;0.096405;0.29993000000000003;-0.021423;0.0;1.0;0.0;1.0;-0.041549;-0.073196;-0.06690700000000001;0.035666;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8998.10315816783;250.0;ND;0;ND
311.95;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.3799300000000001;0.0;0.0;0.0;0.0;0.10712;0.096405;0.33206;-0.053558;0.0;1.0;0.0;1.0;-0.070388;-0.073196;-0.06690700000000001;0.035666;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8998.116531302327;250.0;ND;0;ND
311.96;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.3799300000000001;0.0;0.0;0.0;0.0;0.11783;0.096405;0.33206;-0.053558;0.0;1.0;0.0;1.0;-0.07961599999999999;-0.018018;-0.06690700000000001;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8998.12985752471;250.0;ND;0;ND
311.97;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.37678;0.0;0.0;0.0;0.0;0.096405;0.08569299999999999;0.33206;-0.053558;0.0;1.0;0.0;1.0;-0.075002;-0.037161;-0.06575299999999999;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8998.143136830746;250.00000000000003;ND;0;ND
311.98;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.3799300000000001;0.0;0.0;0.0;0.0;0.10712;0.096405;0.29993000000000003;-0.010712;0.0;1.0;0.0;1.0;-0.023092;-0.055179;-0.06575299999999999;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8998.156369216187;250.0;ND;0;ND
311.99;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.38307;0.0;0.0;0.0;0.0;0.10712;0.10712;0.33206;-0.053558;0.0;1.0;0.0;1.0;-0.023092;-0.073196;-0.06806;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8998.169554676804;250.0;ND;0;ND
312.0;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.37364;0.0;0.0;0.0;0.0;0.11783;0.096405;0.33206;-0.042847;0.0;1.0;0.0;1.0;-0.070388;-0.037161;-0.0646;0.033444;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8998.18269320835;250.0;ND;0;ND
312.01;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.3799300000000001;0.0;0.0;0.0;0.0;0.10712;0.08569299999999999;0.33206;-0.053558;0.0;1.0;0.0;1.0;-0.042702;-0.073196;-0.0646;0.033444;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8998.195784806587;250.00000000000003;ND;0;ND
312.02;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.37678;0.0;0.0;0.0;0.0;0.10712;0.08569299999999999;0.33206;-0.042847;0.0;1.0;0.0;1.0;-0.0046346;-0.024774;-0.06575299999999999;0.035666;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8998.20882946728;250.0;ND;0;ND
312.03;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.3799300000000001;0.0;0.0;0.0;0.0;0.096405;0.08569299999999999;0.33206;-0.06427000000000001;0.0;1.0;0.0;1.0;-0.06115900000000001;-0.073196;-0.06575299999999999;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8998.221827186184;250.0;ND;0;ND
312.04;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.38307;0.0;0.0;0.0;0.0;0.096405;0.08569299999999999;0.33206;-0.06427000000000001;0.0;1.0;0.0;1.0;-0.06115900000000001;-0.073196;-0.06690700000000001;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8998.23477795906;250.0;ND;0;ND
312.05;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.37364;0.0;0.0;0.0;0.0;0.096405;0.07498200000000001;0.34277;-0.08569299999999999;0.0;1.0;0.0;1.0;-0.070388;-0.073196;-0.06575299999999999;0.034555;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8998.247681781673;250.0;ND;0;ND
312.06;0.0;0.0;9000.0;9000.0;0.0;10.0;55.0;0.0;1.0;1.0;1.0;1.0;0.37364;0.0;0.0;0.0;0.0;0.10712;0.096405;0.29993000000000003;-0.010712;0.0;1.0;0.0;1.0;-0.03232;-0.073196;-0.06690700000000001;0.033444;0.0;1.0;1.0;26.5;26.5;24.663;24.663;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;1800.0;-67.0;90.0;-67.0;1.0;4.0;8.0;100.0;100.0;18.0;1.0;29.91;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8998.26053864978;250.0;ND;0;ND
