TIME;AUD_FwsNumber;AUD_AlarmNumber;FCUALTSELOUT_simaplaw_a;FCUALTSELOUT_simaplaw_b;FCU_AltKnobIncrement;IR1OUT_a4_i_150_GPS_UTC_hours;IR1OUT_a4_i_150_GPS_UTC_minutes;IR1OUT_a4_i_150_GPS_UTC_seconds;BAP1ENGDOUT_simaplaw_a;B1FDENGDNCOUT_simaplaw_a;B1FDENGDNCOUT_simaplaw_b;BATHRENGDOUT;P_PEDALS_STEERING;P_PEDAL_LEFT_BRAKE;P_PEDAL_LEFT_BRAKE_PERCENT;P_PEDAL_RIGHT_BRAKE;P_PEDAL_RIGHT_BRAKE_PERCENT;P_THROTTLE_LEVER_ANGLE_ENGINE_1;P_THROTTLE_LEVER_ANGLE_ENGINE_2;P_THROTTLE_LEVER_ANGLE_ENGINE_3;P_THROTTLE_LEVER_ANGLE_ENGINE_4;P_LEFT_SIDESTICK_TRIGGER_PRESSED;P_LG_PANEL_ANTI_SKID_POSITION_SELECTED;P_LG_PANEL_GEAR_DOWN_REQUEST;P_LG_PANEL_GEAR_UP_REQUEST;P_LG_PANEL_RTO_BUTTON_PRESSED;P_LEFT_SIDESTICK_PITCH_CTRL;P_LEFT_SIDESTICK_ROLL_CTRL;P_RIGHT_SIDESTICK_PITCH_CTRL;P_RIGHT_SIDESTICK_ROLL_CTRL;CKT_Engine1MasterLeverOn;CKT_Engine2MasterLeverOn;CKT_ThrustLeverAngle[0];CKT_ThrustLeverAngle[1];CKT_ThrustLeverAngle[2];CKT_ThrustLeverAngle[3];P_TRIM_CP_RUDDER_RESET;P_FLAPS_BOOLEAN_1;P_FLAPS_BOOLEAN_2;P_FLAPS_BOOLEAN_3;P_FLAPS_BOOLEAN_4;P_FLAPS_BOOLEAN_5;P_GLS_L_MASTER_CAUTION_BUTTON_PUSHED;P_GLS_R_MASTER_WARNING_BUTTON_PUSHED;FCU_LeftBaroSetting;ALTFCU;BGOTOFCUOUT_simaplaw_a;FCGS_FcuVerticalSpeedSelect;FCGS_HdgTrkTargetToBeDisplayedOnFcu;FCUALTSELPROUT_simaplaw_a;FCULATSELPROUT_simaplaw_a;FCUMACHSELOUT_simaplaw_a;FCUMODEOUT_simaplaw_a;FCURANGEOUT_simaplaw_a;FCUSPDSELOUT_simaplaw_a;FCUSPDSELPROUT_simaplaw_a;FCUVSSELPROUT_simaplaw_a;FCU_AltRateSelector;FCU_RightBaroSetting;FCU_AdaptRangeCpt10Nm;FCU_AdaptRangeCpt20Nm;FCU_AdaptRangeCpt40Nm;FCU_AdaptRangeFo10Nm;FCU_AdaptRangeFo20Nm;ALTITUDE;SPEED;AOI;AlarmActive;AOIpT
373.34;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.11269;0.0;0.0;0.0;0.0;0.07498200000000001;0.08569299999999999;-0.021423;0.053558;0.0;1.0;0.0;1.0;0.0;-0.03232;-0.02027;-0.069214;0.025668;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9892.96901008607;249.94132587883917;PFD;0;PFD
373.35;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.1064;0.0;0.0;0.0;0.0;0.053558;0.07498200000000001;-0.08569299999999999;0.053558;0.0;1.0;0.0;1.0;0.0;-0.06115900000000001;-0.073196;-0.069214;0.025668;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9893.00882129647;249.94165895634598;PFD;0;PFD
373.36;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10326;0.0;0.0;0.0;0.0;0.053558;0.07498200000000001;-0.042847;0.053558;0.0;1.0;0.0;1.0;0.0;-0.042702;-0.073196;-0.069214;0.024558;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9893.048521245712;249.94199109564136;PFD;0;PFD
373.37;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.1064;0.0;0.0;0.0;0.0;0.053558;0.07498200000000001;-0.12854000000000002;0.10712;0.0;1.0;0.0;1.0;0.0;-0.05654500000000001;-0.073196;-0.070367;0.023447;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9893.088109918595;249.94232229664047;PFD;0;PFD
373.38;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10326;0.0;0.0;0.0;0.0;0.07498200000000001;0.07498200000000001;-0.021423;0.042847;0.0;1.0;0.0;1.0;0.0;-0.058852;0.0033783000000000003;-0.069214;0.026779;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9893.127587299921;249.94265255925828;PFD;0;PFD
373.39;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10012;0.0;0.0;0.0;0.0;0.06427000000000001;0.08569299999999999;-0.12854000000000002;0.096405;0.0;1.0;0.0;1.0;0.0;-0.070388;-0.027026;-0.069214;0.024558;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9893.1669533745;249.9429818834099;PFD;0;PFD
373.4;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10955;0.0;0.0;0.0;0.0;0.06427000000000001;0.08569299999999999;-0.08569299999999999;0.08569299999999999;0.0;1.0;0.0;1.0;0.0;-0.0046346;-0.073196;-0.069214;0.024558;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9893.206208127136;249.9433102690104;PFD;0;PFD
373.41;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10326;0.0;0.0;0.0;0.0;0.06427000000000001;0.08569299999999999;-0.13925;0.11783;0.0;1.0;0.0;1.0;0.0;-0.06115900000000001;-0.0022522;-0.069214;0.025668;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9893.245351542631;249.9436377159748;PFD;0;PFD
373.42;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.096973;0.0;0.0;0.0;0.0;0.06427000000000001;0.07498200000000001;-0.032135000000000004;0.042847;0.0;1.0;0.0;1.0;0.0;-0.0046346;-0.0090088;-0.070367;0.024558;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9893.284383605787;249.9439642242182;PFD;0;PFD
373.43;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.1064;0.0;0.0;0.0;0.0;0.053558;0.08569299999999999;-0.13925;0.10712;0.0;1.0;0.0;1.0;0.0;-0.06808099999999999;-0.021396;-0.070367;0.025668;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9893.323304301412;249.94428979365566;PFD;0;PFD
373.44;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10326;0.0;0.0;0.0;0.0;0.07498200000000001;0.08569299999999999;-0.07498200000000001;0.06427000000000001;0.0;1.0;0.0;1.0;0.0;-0.070388;-0.037161;-0.069214;0.024558;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9893.362113614307;249.94461442420226;PFD;0;PFD
373.45;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10326;0.0;0.0;0.0;0.0;0.06427000000000001;0.08569299999999999;-0.13925;0.096405;0.0;1.0;0.0;1.0;0.0;-0.013863;-0.006756600000000001;-0.06806;0.024558;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9893.400811529276;249.94493811577303;PFD;0;PFD
373.46;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10326;0.0;0.0;0.0;0.0;0.06427000000000001;0.08569299999999999;-0.053558;0.06427000000000001;0.0;1.0;0.0;1.0;0.0;-0.06115900000000001;-0.029279000000000006;-0.069214;0.025668;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9893.439398031127;249.94526086828301;PFD;0;PFD
373.47;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10012;0.0;0.0;0.0;0.0;0.06427000000000001;0.08569299999999999;-0.13925;0.10712;0.0;1.0;0.0;1.0;0.0;-0.070388;-0.055179;-0.069214;0.025668;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9893.477873104663;249.94558268164735;PFD;0;PFD
373.48;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10955;0.0;0.0;0.0;0.0;0.06427000000000001;0.08569299999999999;-0.08569299999999999;0.07498200000000001;0.0;1.0;0.0;1.0;0.0;-0.06115900000000001;-0.073196;-0.070367;0.025668;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9893.516236734682;249.94590355578103;PFD;0;PFD
373.49;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10955;0.0;0.0;0.0;0.0;0.06427000000000001;0.08569299999999999;-0.13925;0.11783;0.0;1.0;0.0;1.0;0.0;-0.0046346;-0.0090088;-0.069214;0.025668;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9893.554488905995;249.9462234905992;PFD;0;PFD
373.5;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.1064;0.0;0.0;0.0;0.0;0.07498200000000001;0.07498200000000001;-0.032135000000000004;0.053558;0.0;1.0;0.0;1.0;0.0;-0.065773;-0.032657;-0.06806;0.025668;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9893.592629603407;249.94654248601685;PFD;0;PFD
373.51;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.1064;0.0;0.0;0.0;0.0;0.06427000000000001;0.08569299999999999;-0.11783;0.096405;0.0;1.0;0.0;1.0;0.0;-0.013863;-0.073196;-0.069214;0.024558;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9893.630658811717;249.94686054194906;PFD;0;PFD
373.52;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10326;0.0;0.0;0.0;0.0;0.07498200000000001;0.07498200000000001;-0.096405;0.096405;0.0;1.0;0.0;1.0;0.0;-0.0046346;0.0045044;-0.069214;0.025668;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9893.668576515729;249.94717765831092;PFD;0;PFD
373.53;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10326;0.0;0.0;0.0;0.0;0.053558;0.08569299999999999;-0.10712;0.08569299999999999;0.0;1.0;0.0;1.0;0.0;-0.070388;-0.055179;-0.070367;0.025668;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9893.706382700251;249.94749383501744;PFD;0;PFD
373.54;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10012;0.0;0.0;0.0;0.0;0.06427000000000001;0.07498200000000001;-0.042847;0.053558;0.0;1.0;0.0;1.0;0.0;-0.06115900000000001;-0.019144;-0.069214;0.024558;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9893.744077350086;249.94780907198376;PFD;0;PFD
373.55;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10012;0.0;0.0;0.0;0.0;0.053558;0.08569299999999999;-0.096405;0.08569299999999999;0.0;1.0;0.0;1.0;0.0;-0.051931;-0.073196;-0.069214;0.024558;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9893.781660450037;249.9481233691249;PFD;0;PFD
373.56;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10326;0.0;0.0;0.0;0.0;0.07498200000000001;0.08569299999999999;-0.096405;0.096405;0.0;1.0;0.0;1.0;0.0;-0.0046346;-0.023648;-0.069214;0.024558;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9893.81913198491;249.94843672635594;PFD;0;PFD
373.57;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.1064;0.0;0.0;0.0;0.0;0.06427000000000001;0.08569299999999999;-0.12854000000000002;0.08569299999999999;0.0;1.0;0.0;1.0;0.0;-0.023092;-0.037161;-0.069214;0.024558;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9893.856491939507;249.94874914359193;PFD;0;PFD
373.58;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10955;0.0;0.0;0.0;0.0;0.06427000000000001;0.06427000000000001;-0.042847;0.053558;0.0;1.0;0.0;1.0;0.0;-0.0046346;-0.034909;-0.070367;0.025668;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9893.893740298632;249.9490606207479;PFD;0;PFD
373.59;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10012;0.0;0.0;0.0;0.0;0.07498200000000001;0.08569299999999999;-0.13925;0.10712;0.0;1.0;0.0;1.0;0.0;-0.075002;0.0;-0.070367;0.024558;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9893.93087704709;249.949371157739;PFD;0;PFD
373.6;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10955;0.0;0.0;0.0;0.0;0.07498200000000001;0.08569299999999999;-0.096405;0.08569299999999999;0.0;1.0;0.0;1.0;0.0;-0.07269500000000001;-0.037161;-0.070367;0.025668;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9893.967902169687;249.94968075448023;PFD;0;PFD
373.61;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.1064;0.0;0.0;0.0;0.0;0.053558;0.08569299999999999;-0.14995999999999998;0.13925;0.0;1.0;0.0;1.0;0.0;-0.065773;-0.037161;-0.06806;0.025668;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9894.004815651224;249.94998941088662;PFD;0;PFD
373.62;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.1064;0.0;0.0;0.0;0.0;0.06427000000000001;0.08569299999999999;-0.06427000000000001;0.042847;0.0;1.0;0.0;1.0;0.0;-0.06115900000000001;-0.055179;-0.06806;0.023447;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9894.041617476507;249.95029712687335;PFD;0;PFD
373.63;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10955;0.0;0.0;0.0;0.0;0.06427000000000001;0.096405;-0.12854000000000002;0.096405;0.0;1.0;0.0;1.0;0.0;-0.070388;-0.073196;-0.070367;0.024558;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9894.078307630338;249.9506039023554;PFD;0;PFD
373.64;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10326;0.0;0.0;0.0;0.0;0.08569299999999999;0.08569299999999999;-0.096405;0.08569299999999999;0.0;1.0;0.0;1.0;0.0;-0.069234;-0.073196;-0.070367;0.023447;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9894.114886097526;249.95090973724785;PFD;0;PFD
373.65;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.1064;0.0;0.0;0.0;0.0;0.053558;0.096405;-0.14995999999999998;0.10712;0.0;1.0;0.0;1.0;0.0;-0.0046346;0.0045044;-0.069214;0.025668;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9894.151352862871;249.95121463146577;PFD;0;PFD
373.66;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.1064;0.0;0.0;0.0;0.0;0.07498200000000001;0.08569299999999999;-0.053558;0.053558;0.0;1.0;0.0;1.0;0.0;-0.06115900000000001;-0.073196;-0.069214;0.025668;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9894.187707911176;249.95151858492423;PFD;0;PFD
373.67;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10326;0.0;0.0;0.0;0.0;0.07498200000000001;0.096405;-0.11783;0.07498200000000001;0.0;1.0;0.0;1.0;0.0;-0.06115900000000001;-0.073196;-0.069214;0.024558;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9894.223951227248;249.95182159753827;PFD;0;PFD
373.68;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10012;0.0;0.0;0.0;0.0;0.08569299999999999;0.096405;-0.08569299999999999;0.096405;0.0;1.0;0.0;1.0;0.0;-0.05654500000000001;0.0022522;-0.070367;0.026779;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9894.260082795889;249.95212366922294;PFD;0;PFD
373.69;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10326;0.0;0.0;0.0;0.0;0.06427000000000001;0.08569299999999999;-0.12854000000000002;0.096405;0.0;1.0;0.0;1.0;0.0;-0.0046346;-0.073196;-0.069214;0.024558;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9894.296102601904;249.95242479989338;PFD;0;PFD
373.7;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10326;0.0;0.0;0.0;0.0;0.07498200000000001;0.08569299999999999;-0.053558;0.06427000000000001;0.0;1.0;0.0;1.0;0.0;-0.065773;-0.0045044;-0.069214;0.024558;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9894.3320106301;249.95272498946457;PFD;0;PFD
373.71;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10012;0.0;0.0;0.0;0.0;0.053558;0.08569299999999999;-0.07498200000000001;0.07498200000000001;0.0;1.0;0.0;1.0;0.0;-0.0046346;-0.037161;-0.06806;0.024558;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9894.367806865275;249.95302423785165;PFD;0;PFD
373.72;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10326;0.0;0.0;0.0;0.0;0.07498200000000001;0.08569299999999999;-0.053558;0.06427000000000001;0.0;1.0;0.0;1.0;0.0;-0.070388;-0.015765;-0.069214;0.025668;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9894.403491292238;249.95332254496964;PFD;0;PFD
373.73;0.0;0.0;10000.0;10000.0;0.0;10.0;35.0;28.0;1.0;1.0;1.0;1.0;0.10955;0.0;0.0;0.0;0.0;0.06427000000000001;0.08569299999999999;-0.08569299999999999;0.08569299999999999;0.0;1.0;0.0;1.0;0.0;-0.0046346;-0.073196;-0.06806;0.024558;1.0;1.0;25.887;25.887;24.663;24.663;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.91;10000.0;1.0;3500.0;138.0;100.0;138.0;1.0;4.0;8.0;100.0;100.0;35.0;1.0;29.91;1.0;0.0;0.0;0.0;1.0;9894.439063895794;249.9536199107336;PFD;0;PFD
