TIME;AUD_FwsNumber;AUD_AlarmNumber;FCUALTSELOUT_simaplaw_a;FCUALTSELOUT_simaplaw_b;FCU_AltKnobIncrement;IR1OUT_a4_i_150_GPS_UTC_hours;IR1OUT_a4_i_150_GPS_UTC_minutes;IR1OUT_a4_i_150_GPS_UTC_seconds;BAP1ENGDOUT_simaplaw_a;BAP2ENGDOUT_simaplaw_b;B1FDENGDNCOUT_simaplaw_a;B1FDENGDNCOUT_simaplaw_b;BATHRENGDOUT;P_PEDALS_STEERING;P_PEDAL_LEFT_BRAKE;P_PEDAL_LEFT_BRAKE_PERCENT;P_PEDAL_RIGHT_BRAKE;P_PEDAL_RIGHT_BRAKE_PERCENT;P_THROTTLE_LEVER_ANGLE_ENGINE_1;P_THROTTLE_LEVER_ANGLE_ENGINE_2;P_THROTTLE_LEVER_ANGLE_ENGINE_3;P_THROTTLE_LEVER_ANGLE_ENGINE_4;P_RIGHT_SIDESTICK_TRIGGER_PRESSED;P_LG_PANEL_ANTI_SKID_POSITION_SELECTED;P_LG_PANEL_GEAR_DOWN_REQUEST;P_LG_PANEL_GEAR_UP_REQUEST;P_LG_PANEL_RTO_BUTTON_PRESSED;P_LEFT_SIDESTICK_PITCH_CTRL;P_LEFT_SIDESTICK_ROLL_CTRL;P_RIGHT_SIDESTICK_PITCH_CTRL;P_RIGHT_SIDESTICK_ROLL_CTRL;P_LEFT_SIDESTICK_INSTINCTIVE_DISCONNECT;CKT_Engine1MasterLeverOn;CKT_Engine2MasterLeverOn;CKT_ThrustLeverAngle[0];CKT_ThrustLeverAngle[1];CKT_ThrustLeverAngle[2];CKT_ThrustLeverAngle[3];P_FLAPS_BOOLEAN_1;P_FLAPS_BOOLEAN_2;P_FLAPS_BOOLEAN_3;P_FLAPS_BOOLEAN_4;P_FLAPS_BOOLEAN_5;P_GLS_L_MASTER_WARNING_BUTTON_PUSHED;P_GLS_R_MASTER_CAUTION_BUTTON_PUSHED;P_GLS_R_MASTER_WARNING_BUTTON_PUSHED;FCU_LeftBaroSetting;ALTFCU;BGOTOFCUOUT_simaplaw_a;FCGS_FcuFpaSelect;FCGS_FcuVerticalSpeedSelect;FCGS_HdgTrkTargetToBeDisplayedOnFcu;FCUALTSELPROUT_simaplaw_a;FCULATSELPROUT_simaplaw_a;FCUMACHSELOUT_simaplaw_a;FCUMODEOUT_simaplaw_a;FCURANGEOUT_simaplaw_a;FCUSPDSELOUT_simaplaw_a;FCUSPDSELPROUT_simaplaw_a;FCUVSSELPROUT_simaplaw_a;FCU_AdaptSdpKnobPull;FCU_AdaptSdpMachPushBtn;FCU_AltRateSelector;FCU_RightBaroSetting;FCU_AdaptRangeCpt10Nm;FCU_AdaptRangeCpt20Nm;FCU_AdaptRangeFo10Nm;FCU_AdaptRangeFo20Nm;FCU_AdaptRangeFo40Nm;FCU_AdaptRangeFo80Nm;ALTITUDE;SPEED;AOI;AlarmActive;AOIpT
260.41;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.4428;0.0;0.0;0.0;0.0;0.07498200000000001;0.10712;-0.1821;0.1821;0.0;1.0;0.0;1.0;0.0;-0.0046346;-0.055179;-0.06806;0.037888;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9194.232656605143;239.95531088428618;PFD;0;PFD
260.42;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.44595;0.0;0.0;0.0;0.0;0.07498200000000001;0.096405;-0.17139;0.17139;0.0;1.0;0.0;1.0;0.0;-0.05654500000000001;-0.019144;-0.06575299999999999;0.037888;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9194.274199301153;239.9556335858825;PFD;0;PFD
260.43;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.4428;0.0;0.0;0.0;0.0;0.07498200000000001;0.10712;-0.20352;0.19281;0.0;1.0;0.0;1.0;0.0;-0.0046346;-0.037161;-0.06575299999999999;0.035666;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9194.315594213453;239.95595513067033;PFD;0;PFD
260.44;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.4428;0.0;0.0;0.0;0.0;0.08569299999999999;0.10712;-0.17139;0.17139;0.0;1.0;0.0;1.0;0.0;-0.021938;0.0;-0.06690700000000001;0.037888;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9194.356841316037;239.95627551851214;PFD;0;PFD
260.45;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.44595;0.0;0.0;0.0;0.0;0.06427000000000001;0.10712;-0.17139;0.17139;0.0;1.0;0.0;1.0;0.0;-0.042702;0.0033783000000000003;-0.06690700000000001;0.037888;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9194.397940582907;239.95659474927066;PFD;0;PFD
260.46;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.4396600000000001;0.0;0.0;0.0;0.0;0.08569299999999999;0.08569299999999999;-0.17139;0.14995999999999998;0.0;1.0;0.0;1.0;0.0;-0.042702;-0.037161;-0.0646;0.036777;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9194.43889198806;239.95691282280836;PFD;0;PFD
260.47;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.4428;0.0;0.0;0.0;0.0;0.07498200000000001;0.096405;-0.1821;0.1821;0.0;1.0;0.0;1.0;0.0;-0.042702;0.0;-0.0646;0.037888;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9194.479695505492;239.95722973898796;PFD;0;PFD
260.48;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.4428;0.0;0.0;0.0;0.0;0.07498200000000001;0.10712;-0.17139;0.17139;0.0;1.0;0.0;1.0;0.0;-0.0046346;-0.037161;-0.06575299999999999;0.036777;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9194.5203511092;239.95754549767202;PFD;0;PFD
260.49;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.4428;0.0;0.0;0.0;0.0;0.08569299999999999;0.096405;-0.19281;0.19281;0.0;1.0;0.0;1.0;0.0;-0.023092;0.0022522;-0.06690700000000001;0.036777;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9194.560858773188;239.9578600987231;PFD;0;PFD
260.5;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.4428;0.0;0.0;0.0;0.0;0.07498200000000001;0.096405;-0.16068;0.14995999999999998;0.0;1.0;0.0;1.0;0.0;-0.042702;0.0078827;-0.06575299999999999;0.036777;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9194.601218471442;239.95817354200386;PFD;0;PFD
260.51;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.4428;0.0;0.0;0.0;0.0;0.08569299999999999;0.10712;-0.17139;0.1821;0.0;1.0;0.0;1.0;0.0;-0.018477;-0.019144;-0.0646;0.035666;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9194.641430177971;239.9584858273769;PFD;0;PFD
260.52;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.44595;0.0;0.0;0.0;0.0;0.08569299999999999;0.10712;-0.17139;0.1821;0.0;1.0;0.0;1.0;0.0;-0.0046346;-0.037161;-0.06575299999999999;0.037888;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9194.681493866769;239.95879695470478;PFD;0;PFD
260.53;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.4428;0.0;0.0;0.0;0.0;0.08569299999999999;0.10712;-0.16068;0.1821;0.0;1.0;0.0;1.0;0.0;-0.042702;-0.0045044;-0.0646;0.037888;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9194.721409511832;239.9591069238501;PFD;0;PFD
260.54;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.4428;0.0;0.0;0.0;0.0;0.08569299999999999;0.096405;-0.1821;0.14995999999999998;0.0;1.0;0.0;1.0;0.0;-0.003481;-0.037161;-0.0646;0.035666;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9194.761177087159;239.95941573467553;PFD;0;PFD
260.55;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.4428;0.0;0.0;0.0;0.0;0.07498200000000001;0.096405;-0.17139;0.1821;0.0;1.0;0.0;1.0;0.0;-0.06115900000000001;-0.038287;-0.06575299999999999;0.037888;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9194.80079656675;239.95972338704357;PFD;0;PFD
260.56;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.44595;0.0;0.0;0.0;0.0;0.08569299999999999;0.10712;-0.1821;0.17139;0.0;1.0;0.0;1.0;0.0;-0.042702;-0.037161;-0.0646;0.036777;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9194.8402679246;239.96002988081688;PFD;0;PFD
260.57;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.4396600000000001;0.0;0.0;0.0;0.0;0.06427000000000001;0.10712;-0.19281;0.1821;0.0;1.0;0.0;1.0;0.0;-0.06115900000000001;-0.073196;-0.0646;0.036777;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9194.879591134704;239.96033521585807;PFD;0;PFD
260.58;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.4428;0.0;0.0;0.0;0.0;0.08569299999999999;0.10712;-0.1821;0.17139;0.0;1.0;0.0;1.0;0.0;-0.003481;-0.019144;-0.0646;0.036777;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9194.918766171068;239.96063939202972;PFD;0;PFD
260.59;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.4428;0.0;0.0;0.0;0.0;0.08569299999999999;0.10712;-0.1821;0.1821;0.0;1.0;0.0;1.0;0.0;-0.051931;0.0;-0.0646;0.035666;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9194.957793007681;239.96094240919444;PFD;0;PFD
260.6;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.44595;0.0;0.0;0.0;0.0;0.08569299999999999;0.10712;-0.17139;0.1821;0.0;1.0;0.0;1.0;0.0;-0.0046346;0.0;-0.06575299999999999;0.036777;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9194.996671618548;239.96124426721482;PFD;0;PFD
260.61;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.44595;0.0;0.0;0.0;0.0;0.096405;0.10712;-0.17139;0.1821;0.0;1.0;0.0;1.0;0.0;-0.0046346;-0.037161;-0.06575299999999999;0.036777;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9195.035401977664;239.96154496595352;PFD;0;PFD
260.62;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.4428;0.0;0.0;0.0;0.0;0.08569299999999999;0.096405;-0.17139;0.19281;0.0;1.0;0.0;1.0;0.0;-0.0046346;0.012387;-0.0646;0.036777;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9195.073984059025;239.96184450527304;PFD;0;PFD
260.63;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.4428;0.0;0.0;0.0;0.0;0.08569299999999999;0.10712;-0.1821;0.19281;0.0;1.0;0.0;1.0;0.0;-0.0046346;-0.037161;-0.06690700000000001;0.035666;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9195.112417836632;239.96214288503606;PFD;0;PFD
260.64;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.4396600000000001;0.0;0.0;0.0;0.0;0.096405;0.10712;-0.19281;0.19281;0.0;1.0;0.0;1.0;0.0;-0.051931;-0.073196;-0.06575299999999999;0.036777;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9195.150703284478;239.96244010510514;PFD;0;PFD
260.65;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.4428;0.0;0.0;0.0;0.0;0.08569299999999999;0.10712;-0.16068;0.17139;0.0;1.0;0.0;1.0;0.0;-0.013863;-0.022522;-0.06690700000000001;0.035666;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9195.188840376566;239.96273616534293;PFD;0;PFD
260.66;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.4396600000000001;0.0;0.0;0.0;0.0;0.08569299999999999;0.10712;-0.17139;0.1821;0.0;1.0;0.0;1.0;0.0;-0.050777;-0.037161;-0.06575299999999999;0.036777;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9195.226829086889;239.96303106561197;PFD;0;PFD
260.67;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.44595;0.0;0.0;0.0;0.0;0.08569299999999999;0.12854000000000002;-0.1821;0.1821;0.0;1.0;0.0;1.0;0.0;-0.0046346;0.0;-0.06575299999999999;0.035666;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9195.26466938945;239.9633248057749;PFD;0;PFD
260.68;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.44595;0.0;0.0;0.0;0.0;0.096405;0.11783;-0.1821;0.1821;0.0;1.0;0.0;1.0;0.0;-0.05654500000000001;-0.028152;-0.06806;0.037888;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9195.302361258242;239.96361738569428;PFD;0;PFD
260.69;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.44909;0.0;0.0;0.0;0.0;0.08569299999999999;0.096405;-0.16068;0.20352;0.0;1.0;0.0;1.0;0.0;-0.023092;-0.019144;-0.0646;0.036777;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9195.339904667264;239.9639088052328;PFD;0;PFD
260.7;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.4428;0.0;0.0;0.0;0.0;0.07498200000000001;0.10712;-0.19281;0.17139;0.0;1.0;0.0;1.0;0.0;-0.010402;-0.037161;-0.06690700000000001;0.036777;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9195.377299590516;239.9641990642529;PFD;0;PFD
260.71;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.4428;0.0;0.0;0.0;0.0;0.07498200000000001;0.10712;-0.17139;0.1821;0.0;1.0;0.0;1.0;0.0;-0.0046346;-0.037161;-0.06690700000000001;0.035666;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9195.414546001994;239.9644881626174;PFD;0;PFD
260.72;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.44909;0.0;0.0;0.0;0.0;0.08569299999999999;0.10712;-0.16068;0.1821;0.0;1.0;0.0;1.0;0.0;-0.042702;0.0011261;-0.0646;0.036777;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9195.451643875696;239.96477610018871;PFD;0;PFD
260.73;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.44595;0.0;0.0;0.0;0.0;0.08569299999999999;0.096405;-0.17139;0.1821;0.0;1.0;0.0;1.0;0.0;-0.018477;-0.0090088;-0.0646;0.035666;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9195.48859318562;239.9650628768296;PFD;0;PFD
260.74;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.44595;0.0;0.0;0.0;0.0;0.08569299999999999;0.10712;-0.19281;0.17139;0.0;1.0;0.0;1.0;0.0;-0.0046346;-0.037161;-0.06575299999999999;0.036777;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9195.525393905764;239.96534849240248;PFD;0;PFD
260.75;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.4396600000000001;0.0;0.0;0.0;0.0;0.08569299999999999;0.096405;-0.17139;0.1821;0.0;1.0;0.0;1.0;0.0;-0.0046346;-0.037161;-0.06690700000000001;0.035666;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9195.562046010125;239.96563294677006;PFD;0;PFD
260.76;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.4396600000000001;0.0;0.0;0.0;0.0;0.08569299999999999;0.10712;-0.17139;0.1821;0.0;1.0;0.0;1.0;0.0;-0.038088;-0.037161;-0.06575299999999999;0.036777;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9195.598549472705;239.96591623979498;PFD;0;PFD
260.77;0.0;0.0;12000.0;12000.0;0.0;16.0;1.0;22.0;1.0;0.0;1.0;1.0;1.0;0.4428;0.0;0.0;0.0;0.0;0.08569299999999999;0.10712;-0.16068;0.1821;0.0;1.0;0.0;1.0;0.0;-0.003481;-0.037161;-0.06690700000000001;0.036777;0.0;1.0;1.0;26.5;26.5;24.149;24.149;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;12000.0;1.0;0.0;1900.0;140.0;120.0;140.0;1.0;4.0;8.0;100.0;100.0;19.0;0.0;0.0;1.0;29.91;0.0;1.0;1.0;0.0;0.0;0.0;9195.634904267492;239.96619837133977;PFD;0;PFD
