TIME;AUD_FwsNumber;AUD_AlarmNumber;FCUALTSELOUT_simaplaw_a;FCUALTSELOUT_simaplaw_b;FCU_AltKnobIncrement;IR1OUT_a4_i_150_GPS_UTC_hours;IR1OUT_a4_i_150_GPS_UTC_minutes;IR1OUT_a4_i_150_GPS_UTC_seconds;BAP1ENGDOUT_simaplaw_a;B1FDENGDNCOUT_simaplaw_a;B1FDENGDNCOUT_simaplaw_b;BATHRENGDOUT;P_PEDALS_STEERING;P_THROTTLE_LEVER_ANGLE_ENGINE_1;P_THROTTLE_LEVER_ANGLE_ENGINE_2;P_THROTTLE_LEVER_ANGLE_ENGINE_3;P_THROTTLE_LEVER_ANGLE_ENGINE_4;P_RIGHT_SIDESTICK_TRIGGER_PRESSED;P_LG_PANEL_ANTI_SKID_POSITION_SELECTED;P_LG_PANEL_GEAR_DOWN_REQUEST;P_LG_PANEL_GEAR_UP_REQUEST;P_LEFT_SIDESTICK_PITCH_CTRL;P_LEFT_SIDESTICK_ROLL_CTRL;P_RIGHT_SIDESTICK_PITCH_CTRL;P_RIGHT_SIDESTICK_ROLL_CTRL;CKT_Engine1MasterLeverOn;CKT_Engine2MasterLeverOn;CKT_ThrustLeverAngle[0];CKT_ThrustLeverAngle[1];CKT_ThrustLeverAngle[2];CKT_ThrustLeverAngle[3];P_FLAPS_BOOLEAN_1;P_FLAPS_BOOLEAN_2;P_FLAPS_BOOLEAN_3;P_FLAPS_BOOLEAN_4;P_FLAPS_BOOLEAN_5;FCU_LeftBaroSetting;ALTFCU;BGOTOFCUOUT_simaplaw_a;BMACHFCUSELOUT_simaplaw_a;FCGS_FcuVerticalSpeedSelect;FCGS_HdgTrkTargetToBeDisplayedOnFcu;FCUALTSELPROUT_simaplaw_a;FCULATSELPROUT_simaplaw_a;FCUMACHSELOUT_simaplaw_a;FCUMODEOUT_simaplaw_a;FCURANGEOUT_simaplaw_a;FCUSPDSELOUT_simaplaw_a;FCUSPDSELPROUT_simaplaw_a;FCUVSSELPROUT_simaplaw_a;FCU_AltRateSelector;FCU_RightBaroSetting;FCU_AdaptRangeCpt20Nm;FCU_AdaptRangeCpt40Nm;FCU_AdaptRangeFo10Nm;FCU_AdaptRangeFo20Nm;ALTITUDE;SPEED;AOI;AlarmActive;Action
792.98;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.26989;0.08569299999999999;0.09640499999999999;0.17139000000000001;0.06427000000000001;0.0;1.0;1.0;0.0;-0.023091999999999998;0.009008799999999999;-0.062291999999999986;0.027889999999999998;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.5613320538982;131.1188829476285;;0;0
792.99;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.27303;0.11782999999999999;0.09640499999999999;0.20352;0.053558;0.0;1.0;1.0;0.0;-0.075002;-0.073196;-0.062291999999999986;0.027889999999999998;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.5536958502564;131.11777838554394;;0;0
793.0;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.27618000000000004;0.10712;0.09640499999999999;0.17139000000000001;0.06427000000000001;0.0;1.0;1.0;0.0;-0.07961599999999999;-0.073196;-0.062291999999999986;0.027889999999999998;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.5460635433515;131.11667434900835;;0;0
793.01;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.26674000000000003;0.10712;0.10712;0.20352;0.032135000000000004;0.0;1.0;1.0;0.0;-0.046163;0.0;-0.062291999999999986;0.026779;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.5384351331236;131.11557083805144;;0;0
793.02;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.27303;0.11782999999999999;0.11782999999999999;0.11782999999999999;0.08569299999999999;0.0;1.0;1.0;0.0;-0.070388;-0.073196;-0.061139;0.029001;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.5308106195146;131.11446785270306;;0;0
793.03;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.27303;0.10712;0.09640499999999999;0.17139000000000001;0.042847;0.0;1.0;1.0;0.0;-0.070388;0.0;-0.062291999999999986;0.027889999999999998;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.5231900024646;131.11336539299305;;0;0
793.04;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.26989;0.09640499999999999;0.10712;0.17139000000000001;0.053558;0.0;1.0;1.0;0.0;-0.075002;-0.055179;-0.063446;0.027889999999999998;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.5155732819155;131.11226345895122;;0;0
793.05;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.26674000000000003;0.10712;0.08569299999999999;0.1821;0.042847;0.0;1.0;1.0;0.0;-0.0046346;-0.023648;-0.061139;0.026779;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.5079604578088;131.1111620506073;;0;0
793.06;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.26989;0.10712;0.11782999999999999;0.11782999999999999;0.06427000000000001;0.0;1.0;1.0;0.0;-0.06115900000000001;-0.073196;-0.062291999999999986;0.026779;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.5003515300853;131.11006116799132;;0;0
793.07;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.26674000000000003;0.11782999999999999;0.09640499999999999;0.19280999999999998;0.042847;0.0;1.0;1.0;0.0;-0.042702;-0.018018;-0.062291999999999986;0.026779;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.4927464986858;131.1089608111329;;0;0
793.08;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.2636;0.08569299999999999;0.10712;0.1821;0.042847;0.0;1.0;1.0;0.0;-0.0046346;-0.027025999999999998;-0.061139;0.026779;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.4851453635526;131.1078609800619;;0;0
793.09;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.27931999999999996;0.10712;0.09640499999999999;0.22495;0.010712000000000001;0.0;1.0;1.0;0.0;-0.0046346;0.0;-0.063446;0.026779;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.4775481246259;131.10676167480818;;0;0
793.1;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.26989;0.11782999999999999;0.09640499999999999;0.10712;0.08569299999999999;0.0;1.0;1.0;0.0;-0.0092488;-0.073196;-0.061139;0.026779;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.469954781847;131.10566289540162;;0;0
793.11;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.26674000000000003;0.09640499999999999;0.10712;0.17139000000000001;0.053558;0.0;1.0;1.0;0.0;-0.075002;-0.073196;-0.062291999999999986;0.027889999999999998;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.4623653351575;131.10456464187192;;0;0
793.12;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.26989;0.10712;0.10712;0.12854000000000002;0.06427000000000001;0.0;1.0;1.0;0.0;-0.070388;-0.018018;-0.062291999999999986;0.027889999999999998;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.454779784498;131.10346691424886;;0;0
793.13;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.26989;0.09640499999999999;0.09640499999999999;0.20352;0.053558;0.0;1.0;1.0;0.0;-0.07961599999999999;-0.032657;-0.061139;0.027889999999999998;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.44719812981;131.10236971256242;;0;0
793.14;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.26989;0.09640499999999999;0.10712;0.10712;0.09640499999999999;0.0;1.0;1.0;0.0;-0.0046346;-0.018018;-0.062291999999999986;0.027889999999999998;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.4396203710348;131.10127303684231;;0;0
793.15;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.27618000000000004;0.10712;0.10712;0.20352;0.053558;0.0;1.0;1.0;0.0;-0.070388;0.0;-0.061139;0.027889999999999998;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.4320465081134;131.1001768871184;;0;0
793.16;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.27303;0.10712;0.10712;0.17139000000000001;0.053558;0.0;1.0;1.0;0.0;-0.0046346;0.0;-0.062291999999999986;0.029001;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.4244765409871;131.09908126342046;;0;0
793.17;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.27931999999999996;0.12854000000000002;0.10712;0.19280999999999998;0.032135000000000004;0.0;1.0;1.0;0.0;-0.075002;-0.0045043999999999996;-0.061139;0.027889999999999998;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.4169104695968;131.09798616577828;;0;0
793.18;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.27931999999999996;0.08569299999999999;0.09640499999999999;0.11782999999999999;0.08569299999999999;0.0;1.0;1.0;0.0;-0.075002;-0.037161;-0.061139;0.026779;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.4093482938842;131.09689159422186;;0;0
793.19;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.26989;0.10712;0.09640499999999999;0.1821;0.042847;0.0;1.0;1.0;0.0;-0.0046346;-0.010135;-0.062291999999999986;0.027889999999999998;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.4017900137899;131.0957975487808;;0;0
793.2;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.26674000000000003;0.09640499999999999;0.10712;0.16068;0.053558;0.0;1.0;1.0;0.0;-0.041549;-0.037161;-0.062291999999999986;0.027889999999999998;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.3942356292553;131.09470402948506;;0;0
793.21;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.27618000000000004;0.10712;0.10712;0.19280999999999998;0.021422999999999998;0.0;1.0;1.0;0.0;-0.018477;-0.073196;-0.061139;0.027889999999999998;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.3866851402215;131.09361103636434;;0;0
793.22;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.2636;0.09640499999999999;0.09640499999999999;0.16068;0.06427000000000001;0.0;1.0;1.0;0.0;-0.065773;-0.02027;-0.062291999999999986;0.026779;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.37913854663;131.09251856944854;;0;0
793.23;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.26674000000000003;0.08569299999999999;0.10712;0.20352;0.032135000000000004;0.0;1.0;1.0;0.0;-0.0046346;0.0;-0.062291999999999986;0.026779;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.3715958484215;131.09142662876746;;0;0
793.24;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.27618000000000004;0.09640499999999999;0.09640499999999999;0.13925;0.053558;0.0;1.0;1.0;0.0;-0.050776999999999996;-0.019144;-0.062291999999999986;0.027889999999999998;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.364057045538;131.09033521435092;;0;0
793.25;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.26989;0.10712;0.09640499999999999;0.16068;0.07498200000000001;0.0;1.0;1.0;0.0;-0.0046346;-0.032657;-0.062291999999999986;0.027889999999999998;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.35652213792;131.08924432622877;;0;0
793.26;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.27303;0.10712;0.09640499999999999;0.09640499999999999;0.09640499999999999;0.0;1.0;1.0;0.0;-0.07961599999999999;-0.019144;-0.061139;0.027889999999999998;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.3489911255085;131.08815396443077;;0;0
793.27;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.27303;0.09640499999999999;0.09640499999999999;0.1821;0.053558;0.0;1.0;1.0;0.0;-0.083077;-0.032657;-0.061139;0.027889999999999998;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.3414640082449;131.0870641289868;;0;0
793.28;0.0;0.0;3000.0;3000.0;0.0;16.0;48.0;58.0;1.0;1.0;1.0;1.0;0.26989;0.10712;0.09640499999999999;0.11782999999999999;0.07498200000000001;0.0;1.0;1.0;0.0;-0.070388;-0.073196;-0.063446;0.025668;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;0.0;-1900.0;128.0;30.0;128.0;2.21;4.0;8.0;134.0;134.0;-19.0;1.0;29.91;1.0;0.0;0.0;1.0;1407.3339407860708;131.08597481992658;;0;0
