TIME;AUD_FwsNumber;AUD_AlarmNumber;FCUALTSELOUT_simaplaw_a;FCUALTSELOUT_simaplaw_b;FCU_AltKnobIncrement;IR1OUT_a4_i_150_GPS_UTC_hours;IR1OUT_a4_i_150_GPS_UTC_minutes;IR1OUT_a4_i_150_GPS_UTC_seconds;BAP1ENGDOUT_simaplaw_a;B1FDENGDNCOUT_simaplaw_a;B1FDENGDNCOUT_simaplaw_b;BATHRENGDOUT;P_PEDALS_STEERING;P_THROTTLE_LEVER_ANGLE_ENGINE_1;P_THROTTLE_LEVER_ANGLE_ENGINE_2;P_THROTTLE_LEVER_ANGLE_ENGINE_3;P_THROTTLE_LEVER_ANGLE_ENGINE_4;P_RIGHT_SIDESTICK_TRIGGER_PRESSED;P_LG_PANEL_ANTI_SKID_POSITION_SELECTED;P_LG_PANEL_GEAR_DOWN_REQUEST;P_LG_PANEL_GEAR_UP_REQUEST;P_LG_PANEL_RTO_BUTTON_PRESSED;P_LEFT_SIDESTICK_PITCH_CTRL;P_LEFT_SIDESTICK_ROLL_CTRL;P_RIGHT_SIDESTICK_PITCH_CTRL;P_RIGHT_SIDESTICK_ROLL_CTRL;P_LEFT_SIDESTICK_INSTINCTIVE_DISCONNECT;CKT_Engine1MasterLeverOn;CKT_Engine2MasterLeverOn;CKT_ThrustLeverAngle[0];CKT_ThrustLeverAngle[1];CKT_ThrustLeverAngle[2];CKT_ThrustLeverAngle[3];P_FLAPS_BOOLEAN_1;P_FLAPS_BOOLEAN_2;P_FLAPS_BOOLEAN_3;P_FLAPS_BOOLEAN_4;P_FLAPS_BOOLEAN_5;P_GLS_R_MASTER_WARNING_BUTTON_PUSHED;FCU_LeftBaroSetting;ALTFCU;FCGS_HdgTrkTargetToBeDisplayedOnFcu;FCUALTSELPROUT_simaplaw_a;FCULATSELPROUT_simaplaw_a;FCUMACHSELOUT_simaplaw_a;FCUMODEOUT_simaplaw_a;FCURANGEOUT_simaplaw_a;FCUSPDSELOUT_simaplaw_a;FCUSPDSELPROUT_simaplaw_a;FCU_AdaptSpdKnobPush;FCU_AltRateSelector;FCU_RightBaroSetting;FCU_AdaptRangeCpt20Nm;FCU_AdaptRangeCpt40Nm;FCU_AdaptRangeFo20Nm;ALTITUDE;SPEED;AOI;AlarmActive;Action
1194.46;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.56542;0.08569299999999999;0.08569299999999999;0.34276999999999996;-0.08569299999999999;0.0;1.0;1.0;0.0;0.0;-0.07961599999999999;-0.013512999999999999;-0.055371000000000004;0.024558;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1695.9297772772684;130.1916545694333;;0;0
1194.47;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.5685600000000001;0.09640499999999999;0.08569299999999999;0.33205999999999997;-0.08569299999999999;0.0;1.0;1.0;0.0;0.0;-0.049624;-0.037161;-0.057678;0.024558;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1695.8762503573846;130.19146351521462;;0;0
1194.48;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.55913;0.08569299999999999;0.07498200000000001;0.33205999999999997;-0.07498200000000001;0.0;1.0;1.0;0.0;0.0;-0.07961599999999999;-0.073196;-0.056525;0.024558;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1695.822728694425;130.1912725547427;;0;0
1194.49;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.56542;0.10712;0.09640499999999999;0.33205999999999997;-0.10712;0.0;1.0;1.0;0.0;0.0;-0.07961599999999999;-0.073196;-0.055371000000000004;0.023447;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1695.7692122885294;130.19108168801978;;0;0
1194.5;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.56542;0.10712;0.08569299999999999;0.34276999999999996;-0.07498200000000001;0.0;1.0;1.0;0.0;0.0;-0.060006;-0.032657;-0.055371000000000004;0.023447;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1695.7157011398403;130.19089091504813;;0;0
1194.51;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.5622699999999999;0.10712;0.07498200000000001;0.33205999999999997;-0.08569299999999999;0.0;1.0;1.0;0.0;0.0;-0.09692;-0.037161;-0.056525;0.023447;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1695.6621952484973;130.1907002358301;;0;0
1194.52;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.55913;0.08569299999999999;0.07498200000000001;0.34276999999999996;-0.09640499999999999;0.0;1.0;1.0;0.0;0.0;-0.07961599999999999;-0.037161;-0.056525;0.023447;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1695.6086946146434;130.19050965036794;;0;0
1194.53;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.56542;0.09640499999999999;0.08569299999999999;0.33205999999999997;-0.08569299999999999;0.0;1.0;1.0;0.0;0.0;-0.050776999999999996;-0.018018;-0.056525;0.024558;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1695.5551992384173;130.19031915866407;;0;0
1194.54;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.5685600000000001;0.09640499999999999;0.07498200000000001;0.33205999999999997;-0.08569299999999999;0.0;1.0;1.0;0.0;0.0;-0.078463;-0.018018;-0.057678;0.024558;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1695.5017091199613;130.19012876072063;;0;0
1194.55;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.5622699999999999;0.09640499999999999;0.08569299999999999;0.35349;-0.07498200000000001;0.0;1.0;1.0;0.0;0.0;-0.086538;-0.036035000000000005;-0.057678;0.024558;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1695.4482242594172;130.18993845654006;;0;0
1194.56;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.5685600000000001;0.08569299999999999;0.07498200000000001;0.33205999999999997;-0.07498200000000001;0.0;1.0;1.0;0.0;0.0;-0.041549;0.0;-0.056525;0.023447;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1695.394744656925;130.18974824612457;;0;0
1194.57;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.56542;0.08569299999999999;0.08569299999999999;0.35349;-0.09640499999999999;0.0;1.0;1.0;0.0;0.0;-0.070388;-0.037161;-0.056525;0.023447;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1695.3412703126266;130.18955812947644;;0;0
1194.58;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.56542;0.10712;0.07498200000000001;0.33205999999999997;-0.07498200000000001;0.0;1.0;1.0;0.0;0.0;-0.041549;-0.073196;-0.057678;0.024558;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1695.2878012266626;130.18936810659798;;0;0
1194.59;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.5622699999999999;0.09640499999999999;0.07498200000000001;0.33205999999999997;-0.09640499999999999;0.0;1.0;1.0;0.0;0.0;-0.09807300000000001;-0.073196;-0.056525;0.023447;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1695.2343373991748;130.18917817749156;;0;0
1194.6;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.56542;0.08569299999999999;0.07498200000000001;0.34276999999999996;-0.08569299999999999;0.0;1.0;1.0;0.0;0.0;-0.05654500000000001;-0.031531;-0.055371000000000004;0.024558;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1695.180878830303;130.18898834215943;;0;0
1194.61;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.56542;0.09640499999999999;0.08569299999999999;0.34276999999999996;-0.10712;0.0;1.0;1.0;0.0;0.0;-0.057699;-0.019144;-0.056525;0.024558;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1695.1274255201902;130.18879860060392;;0;0
1194.62;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.5685600000000001;0.10712;0.07498200000000001;0.35349;-0.07498200000000001;0.0;1.0;1.0;0.0;0.0;-0.041549;-0.018018;-0.056525;0.024558;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1695.0739774689748;130.1886089528272;;0;0
1194.63;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.56542;0.08569299999999999;0.08569299999999999;0.32135;-0.08569299999999999;0.0;1.0;1.0;0.0;0.0;-0.050776999999999996;-0.036035000000000005;-0.056525;0.023447;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1695.0205346768005;130.1884193988317;;0;0
1194.64;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.56542;0.09640499999999999;0.07498200000000001;0.35349;-0.08569299999999999;0.0;1.0;1.0;0.0;0.0;-0.041549;-0.041666;-0.057678;0.024558;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1694.9670971438075;130.1882299386197;;0;0
1194.65;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.5685600000000001;0.10712;0.07498200000000001;0.34276999999999996;-0.09640499999999999;0.0;1.0;1.0;0.0;0.0;-0.10038;-0.034908999999999996;-0.057678;0.023447;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1694.9136648701365;130.1880405721935;;0;0
1194.66;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.55913;0.09640499999999999;0.07498200000000001;0.33205999999999997;-0.053558;0.0;1.0;1.0;0.0;0.0;-0.07961599999999999;-0.073196;-0.057678;0.023447;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1694.8602378559292;130.18785129955532;;0;0
1194.67;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.56542;0.10712;0.07498200000000001;0.3642;-0.08569299999999999;0.0;1.0;1.0;0.0;0.0;-0.050776999999999996;-0.037161;-0.057678;0.024558;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1694.8068161013255;130.18766212070756;;0;0
1194.68;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.5622699999999999;0.08569299999999999;0.06427000000000001;0.35349;-0.09640499999999999;0.0;1.0;1.0;0.0;0.0;-0.11192;-0.037161;-0.056525;0.023447;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1694.7533996064692;130.18747303565246;;0;0
1194.69;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.5685600000000001;0.09640499999999999;0.07498200000000001;0.33205999999999997;-0.08569299999999999;0.0;1.0;1.0;0.0;0.0;-0.040395;-0.073196;-0.056525;0.023447;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1694.6999883714982;130.1872840443923;;0;0
1194.7;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.5685600000000001;0.09640499999999999;0.08569299999999999;0.35349;-0.08569299999999999;0.0;1.0;1.0;0.0;0.0;-0.041549;-0.018018;-0.056525;0.023447;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1694.6465823965555;130.18709514692944;;0;0
1194.71;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.56542;0.08569299999999999;0.07498200000000001;0.35349;-0.09640499999999999;0.0;1.0;1.0;0.0;0.0;-0.078463;-0.02027;-0.057678;0.022336;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1694.5931816817813;130.18690634326612;;0;0
1194.72;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.5685600000000001;0.08569299999999999;0.09640499999999999;0.33205999999999997;-0.10712;0.0;1.0;1.0;0.0;0.0;-0.041549;-0.032657;-0.057678;0.023447;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1694.5397862273169;130.1867176334047;;0;0
1194.73;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.5717;0.08569299999999999;0.08569299999999999;0.33205999999999997;-0.09640499999999999;0.0;1.0;1.0;0.0;0.0;-0.077309;0.0;-0.055371000000000004;0.023447;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1694.486396033305;130.18652901734737;;0;0
1194.74;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.56542;0.10712;0.07498200000000001;0.3642;-0.09640499999999999;0.0;1.0;1.0;0.0;0.0;-0.065773;0.0;-0.056525;0.023447;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1694.4330110998847;130.18634049509654;;0;0
1194.75;0.0;0.0;3000.0;3000.0;0.0;10.0;45.0;31.0;0.0;1.0;1.0;1.0;0.5622699999999999;0.08569299999999999;0.06427000000000001;0.33205999999999997;-0.09640499999999999;0.0;1.0;1.0;0.0;0.0;-0.041549;-0.073196;-0.057678;0.024558;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;0.0;29.91;3000.0;0.0;30.0;0.0;0.99;4.0;8.0;133.0;133.0;0.0;1.0;29.93;1.0;0.0;1.0;1694.3796314271976;130.1861520666545;;0;0
