TIME;AUD_FwsNumber;AUD_AlarmNumber;FCUALTSELOUT_simaplaw_a;FCUALTSELOUT_simaplaw_b;FCU_AltKnobIncrement;IR1OUT_a4_i_150_GPS_UTC_hours;IR1OUT_a4_i_150_GPS_UTC_minutes;IR1OUT_a4_i_150_GPS_UTC_seconds;BAP1ENGDOUT_simaplaw_a;BAP2ENGDOUT_simaplaw_b;B1FDENGDNCOUT_simaplaw_a;B1FDENGDNCOUT_simaplaw_b;BATHRENGDOUT;P_PEDALS_STEERING;P_THROTTLE_LEVER_ANGLE_ENGINE_1;P_THROTTLE_LEVER_ANGLE_ENGINE_2;P_THROTTLE_LEVER_ANGLE_ENGINE_3;P_THROTTLE_LEVER_ANGLE_ENGINE_4;P_RIGHT_SIDESTICK_TRIGGER_PRESSED;P_LG_PANEL_ANTI_SKID_POSITION_SELECTED;P_LG_PANEL_GEAR_DOWN_REQUEST;P_LG_PANEL_GEAR_UP_REQUEST;P_LEFT_SIDESTICK_PITCH_CTRL;P_LEFT_SIDESTICK_ROLL_CTRL;P_RIGHT_SIDESTICK_PITCH_CTRL;P_RIGHT_SIDESTICK_ROLL_CTRL;P_LEFT_SIDESTICK_INSTINCTIVE_DISCONNECT;CKT_Engine1MasterLeverOn;CKT_Engine2MasterLeverOn;CKT_ThrustLeverAngle[0];CKT_ThrustLeverAngle[1];CKT_ThrustLeverAngle[2];CKT_ThrustLeverAngle[3];P_FLAPS_BOOLEAN_1;P_FLAPS_BOOLEAN_2;P_FLAPS_BOOLEAN_3;P_FLAPS_BOOLEAN_4;P_FLAPS_BOOLEAN_5;FCU_LeftBaroSetting;ALTFCU;FCGS_HdgTrkTargetToBeDisplayedOnFcu;FCUALTSELPROUT_simaplaw_a;FCULATSELPROUT_simaplaw_a;FCUMACHSELOUT_simaplaw_a;FCUMODEOUT_simaplaw_a;FCURANGEOUT_simaplaw_a;FCUSPDSELOUT_simaplaw_a;FCUSPDSELPROUT_simaplaw_a;FCU_AltRateSelector;FCU_RightBaroSetting;FCU_AdaptRangeCpt20Nm;FCU_AdaptRangeFo10Nm;ALTITUDE;SPEED;AOI;AlarmActive;Action
486.34;0.0;0.0;3000.0;3000.0;0.0;16.0;46.0;43.0;1.0;1.0;1.0;1.0;1.0;0.46166999999999997;0.07498200000000001;0.053558;0.2785;-0.10712;0.0;1.0;1.0;0.0;-0.041549;-0.073196;-0.06690700000000001;0.023447;0.0;1.0;1.0;26.19400000000001;26.19400000000001;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;128.0;30.0;128.0;2.2;4.0;8.0;134.0;134.0;1.0;29.91;1.0;1.0;1518.7220107667856;131.47804891291932;;0;0
486.35;0.0;0.0;3000.0;3000.0;0.0;16.0;46.0;43.0;1.0;1.0;1.0;1.0;1.0;0.46166999999999997;0.07498200000000001;0.06427000000000001;0.19280999999999998;-0.07498200000000001;0.0;1.0;1.0;0.0;-0.0046346;-0.037161;-0.06575299999999999;0.024558;0.0;1.0;1.0;26.19400000000001;26.19400000000001;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;128.0;30.0;128.0;2.2;4.0;8.0;134.0;134.0;1.0;29.91;1.0;1.0;1518.7032465902305;131.47658889983583;;0;0
486.36;0.0;0.0;3000.0;3000.0;0.0;16.0;46.0;43.0;1.0;1.0;1.0;1.0;1.0;0.4711;0.07498200000000001;0.07498200000000001;0.22495;-0.07498200000000001;0.0;1.0;1.0;0.0;-0.07961599999999999;-0.073196;-0.06690700000000001;0.023447;0.0;1.0;1.0;26.19400000000001;26.19400000000001;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;128.0;30.0;128.0;2.2;4.0;8.0;134.0;134.0;1.0;29.91;1.0;1.0;1518.6844916578375;131.47512957333686;;0;0
486.37;0.0;0.0;3000.0;3000.0;0.0;16.0;46.0;43.0;1.0;1.0;1.0;1.0;1.0;0.4648100000000001;0.07498200000000001;0.06427000000000001;0.20352;-0.07498200000000001;0.0;1.0;1.0;0.0;-0.023091999999999998;-0.073196;-0.06575299999999999;0.022336;0.0;1.0;1.0;26.19400000000001;26.19400000000001;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;128.0;30.0;128.0;2.2;4.0;8.0;134.0;134.0;1.0;29.91;1.0;1.0;1518.6657459698552;131.47367093347466;;0;0
486.38;0.0;0.0;3000.0;3000.0;0.0;16.0;46.0;43.0;1.0;1.0;1.0;1.0;1.0;0.4648100000000001;0.06427000000000001;0.06427000000000001;0.26779000000000003;-0.08569299999999999;0.0;1.0;1.0;0.0;-0.042702;-0.0259;-0.06690700000000001;0.023447;0.0;1.0;1.0;26.19400000000001;26.19400000000001;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;128.0;30.0;128.0;2.2;4.0;8.0;134.0;134.0;1.0;29.91;1.0;1.0;1518.6470095265304;131.47221298030163;;0;0
486.39;0.0;0.0;3000.0;3000.0;0.0;16.0;46.0;43.0;1.0;1.0;1.0;1.0;1.0;0.4711;0.07498200000000001;0.06427000000000001;0.25708000000000003;-0.09640499999999999;0.0;1.0;1.0;0.0;-0.028858999999999996;-0.037161;-0.06690700000000001;0.023447;0.0;1.0;1.0;26.19400000000001;26.19400000000001;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;128.0;30.0;128.0;2.2;4.0;8.0;134.0;134.0;1.0;29.91;1.0;1.0;1518.6282823281113;131.47075571387018;;0;0
486.4;0.0;0.0;3000.0;3000.0;0.0;16.0;46.0;43.0;1.0;1.0;1.0;1.0;1.0;0.46796000000000004;0.07498200000000001;0.06427000000000001;0.22495;-0.06427000000000001;0.0;1.0;1.0;0.0;-0.041549;-0.055179;-0.06575299999999999;0.023447;0.0;1.0;1.0;26.19400000000001;26.19400000000001;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;128.0;30.0;128.0;2.2;4.0;8.0;134.0;134.0;1.0;29.91;1.0;1.0;1518.6095643748445;131.46929913423256;;0;0
486.41;0.0;0.0;3000.0;3000.0;0.0;16.0;46.0;43.0;1.0;1.0;1.0;1.0;1.0;0.4648100000000001;0.06427000000000001;0.06427000000000001;0.1821;-0.06427000000000001;0.0;1.0;1.0;0.0;-0.041549;-0.037161;-0.06575299999999999;0.023447;0.0;1.0;1.0;26.19400000000001;26.19400000000001;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;128.0;30.0;128.0;2.2;4.0;8.0;134.0;134.0;1.0;29.91;1.0;1.0;1518.5908556669785;131.46784324144113;;0;0
486.42;0.0;0.0;3000.0;3000.0;0.0;16.0;46.0;43.0;1.0;1.0;1.0;1.0;1.0;0.4711;0.06427000000000001;0.06427000000000001;0.25708000000000003;-0.10712;0.0;1.0;1.0;0.0;-0.041549;-0.009008799999999999;-0.06575299999999999;0.022336;0.0;1.0;1.0;26.19400000000001;26.19400000000001;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;128.0;30.0;128.0;2.2;4.0;8.0;134.0;134.0;1.0;29.91;1.0;1.0;1518.5721562047604;131.46638803554822;;0;0
486.43;0.0;0.0;3000.0;3000.0;0.0;16.0;46.0;43.0;1.0;1.0;1.0;1.0;1.0;0.46796000000000004;0.07498200000000001;0.06427000000000001;0.19280999999999998;-0.07498200000000001;0.0;1.0;1.0;0.0;-0.041549;-0.037161;-0.06575299999999999;0.023447;0.0;1.0;1.0;26.19400000000001;26.19400000000001;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;128.0;30.0;128.0;2.2;4.0;8.0;134.0;134.0;1.0;29.91;1.0;1.0;1518.5534659884381;131.46493351660627;;0;0
486.44;0.0;0.0;3000.0;3000.0;0.0;16.0;46.0;43.0;1.0;1.0;1.0;1.0;1.0;0.4648100000000001;0.06427000000000001;0.06427000000000001;0.23565999999999998;-0.08569299999999999;0.0;1.0;1.0;0.0;-0.06115900000000001;-0.073196;-0.06690700000000001;0.021225;0.0;1.0;1.0;26.19400000000001;26.19400000000001;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;128.0;30.0;128.0;2.2;4.0;8.0;134.0;134.0;1.0;29.91;1.0;1.0;1518.5347850182593;131.4634796846675;;0;0
486.45;0.0;0.0;3000.0;3000.0;0.0;16.0;46.0;43.0;1.0;1.0;1.0;1.0;1.0;0.4648100000000001;0.07498200000000001;0.07498200000000001;0.19280999999999998;-0.06427000000000001;0.0;1.0;1.0;0.0;-0.031167;-0.028151999999999996;-0.06575299999999999;0.022336;0.0;1.0;1.0;26.19400000000001;26.19400000000001;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;128.0;30.0;128.0;2.2;4.0;8.0;134.0;134.0;1.0;29.91;1.0;1.0;1518.516113294471;131.46202653978432;;0;0
486.46;0.0;0.0;3000.0;3000.0;0.0;16.0;46.0;43.0;1.0;1.0;1.0;1.0;1.0;0.46796000000000004;0.07498200000000001;0.07498200000000001;0.25708000000000003;-0.09640499999999999;0.0;1.0;1.0;0.0;-0.041549;-0.037161;-0.06575299999999999;0.023447;0.0;1.0;1.0;26.19400000000001;26.19400000000001;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;128.0;30.0;128.0;2.2;4.0;8.0;134.0;134.0;1.0;29.91;1.0;1.0;1518.4974508173218;131.46057408200906;;0;0
486.47;0.0;0.0;3000.0;3000.0;0.0;16.0;46.0;43.0;1.0;1.0;1.0;1.0;1.0;0.4648100000000001;0.07498200000000001;0.07498200000000001;0.2142300000000001;-0.07498200000000001;0.0;1.0;1.0;0.0;-0.042702;-0.037161;-0.06575299999999999;0.023447;0.0;1.0;1.0;26.19400000000001;26.19400000000001;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;128.0;30.0;128.0;2.2;4.0;8.0;134.0;134.0;1.0;29.91;1.0;1.0;1518.4787975870581;131.45912231139405;;0;0
486.48;0.0;0.0;3000.0;3000.0;0.0;16.0;46.0;43.0;1.0;1.0;1.0;1.0;1.0;0.4648100000000001;0.06427000000000001;0.053558;0.2142300000000001;-0.06427000000000001;0.0;1.0;1.0;0.0;-0.043856;0.0;-0.0646;0.023447;0.0;1.0;1.0;26.19400000000001;26.19400000000001;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;128.0;30.0;128.0;2.2;4.0;8.0;134.0;134.0;1.0;29.91;1.0;1.0;1518.460153603928;131.45767122799163;;0;0
486.49;0.0;0.0;3000.0;3000.0;0.0;16.0;46.0;43.0;1.0;1.0;1.0;1.0;1.0;0.4648100000000001;0.06427000000000001;0.08569299999999999;0.17139000000000001;-0.053558;0.0;1.0;1.0;0.0;-0.03232;-0.037161;-0.06575299999999999;0.023447;0.0;1.0;1.0;26.19400000000001;26.19400000000001;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;128.0;30.0;128.0;2.2;4.0;8.0;134.0;134.0;1.0;29.91;1.0;1.0;1518.441518868179;131.45622083185424;;0;0
486.5;0.0;0.0;3000.0;3000.0;0.0;16.0;46.0;43.0;1.0;1.0;1.0;1.0;1.0;0.46796000000000004;0.07498200000000001;0.07498200000000001;0.22495;-0.06427000000000001;0.0;1.0;1.0;0.0;-0.040395;-0.019144;-0.06690700000000001;0.022336;0.0;1.0;1.0;26.19400000000001;26.19400000000001;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;128.0;30.0;128.0;2.2;4.0;8.0;134.0;134.0;1.0;29.91;1.0;1.0;1518.4228933800591;131.45477112303405;;0;0
486.51;0.0;0.0;3000.0;3000.0;0.0;16.0;46.0;43.0;1.0;1.0;1.0;1.0;1.0;0.4648100000000001;0.07498200000000001;0.053558;0.20352;-0.053558;0.0;1.0;1.0;0.0;-0.043856;-0.037161;-0.0646;0.023447;0.0;1.0;1.0;26.19400000000001;26.19400000000001;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;128.0;30.0;128.0;2.2;4.0;8.0;134.0;134.0;1.0;29.91;1.0;1.0;1518.4042771398153;131.45332210158352;;0;0
486.52;0.0;0.0;3000.0;3000.0;0.0;16.0;46.0;43.0;1.0;1.0;1.0;1.0;1.0;0.46166999999999997;0.06427000000000001;0.053558;0.22495;-0.08569299999999999;0.0;1.0;1.0;0.0;-0.07961599999999999;0.0;-0.06575299999999999;0.023447;0.0;1.0;1.0;26.19400000000001;26.19400000000001;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;128.0;30.0;128.0;2.2;4.0;8.0;134.0;134.0;1.0;29.91;1.0;1.0;1518.3856701476957;131.451873767555;;0;0
486.53;0.0;0.0;3000.0;3000.0;0.0;16.0;46.0;43.0;1.0;1.0;1.0;1.0;1.0;0.4648100000000001;0.07498200000000001;0.07498200000000001;0.17139000000000001;-0.053558;0.0;1.0;1.0;0.0;-0.043856;-0.037161;-0.06575299999999999;0.022336;0.0;1.0;1.0;26.19400000000001;26.19400000000001;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;128.0;30.0;128.0;2.2;4.0;8.0;134.0;134.0;1.0;29.91;1.0;1.0;1518.3670724039475;131.45042612100076;;0;0
