TIME;AUD_FwsNumber;AUD_AlarmNumber;FCUALTSELOUT_simaplaw_a;FCUALTSELOUT_simaplaw_b;FCU_AltKnobIncrement;IR1OUT_a4_i_150_GPS_UTC_hours;IR1OUT_a4_i_150_GPS_UTC_minutes;IR1OUT_a4_i_150_GPS_UTC_seconds;BAP1ENGDOUT_simaplaw_a;BAP2ENGDOUT_simaplaw_b;B1FDENGDNCOUT_simaplaw_a;B1FDENGDNCOUT_simaplaw_b;BATHRENGDOUT;P_PEDALS_STEERING;P_THROTTLE_LEVER_ANGLE_ENGINE_1;P_THROTTLE_LEVER_ANGLE_ENGINE_2;P_THROTTLE_LEVER_ANGLE_ENGINE_3;P_THROTTLE_LEVER_ANGLE_ENGINE_4;P_RIGHT_SIDESTICK_TRIGGER_PRESSED;P_LG_PANEL_ANTI_SKID_POSITION_SELECTED;P_LG_PANEL_GEAR_DOWN_REQUEST;P_LG_PANEL_GEAR_UP_REQUEST;P_LEFT_SIDESTICK_PITCH_CTRL;P_LEFT_SIDESTICK_ROLL_CTRL;P_RIGHT_SIDESTICK_PITCH_CTRL;P_RIGHT_SIDESTICK_ROLL_CTRL;P_LEFT_SIDESTICK_INSTINCTIVE_DISCONNECT;CKT_Engine1MasterLeverOn;CKT_Engine2MasterLeverOn;CKT_ThrustLeverAngle[0];CKT_ThrustLeverAngle[1];CKT_ThrustLeverAngle[2];CKT_ThrustLeverAngle[3];P_FLAPS_BOOLEAN_1;P_FLAPS_BOOLEAN_2;P_FLAPS_BOOLEAN_3;P_FLAPS_BOOLEAN_4;P_FLAPS_BOOLEAN_5;FCU_LeftBaroSetting;ALTFCU;FCGS_HdgTrkTargetToBeDisplayedOnFcu;FCUALTSELPROUT_simaplaw_a;FCULATSELPROUT_simaplaw_a;FCUMACHSELOUT_simaplaw_a;FCUMODEOUT_simaplaw_a;FCURANGEOUT_simaplaw_a;FCUSPDSELOUT_simaplaw_a;FCUSPDSELPROUT_simaplaw_a;FCU_AltRateSelector;FCU_RightBaroSetting;FCU_AdaptRangeCpt20Nm;FCU_AdaptRangeFo10Nm;ALTITUDE;SPEED;AOI;AlarmActive;Action
826.16;0.0;0.0;3000.0;3000.0;0.0;16.0;10.0;48.0;1.0;1.0;1.0;1.0;1.0;0.42394;0.07498200000000001;0.09640499999999999;-0.16068;0.13925;0.0;1.0;1.0;0.0;-0.050776999999999996;-0.031531;-0.06690700000000001;0.035666;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;6.0;30.0;6.0;1.0;4.0;8.0;140.0;140.0;1.0;29.91;1.0;0.0;1629.2020275716932;120.40611051336481;;0;0
826.17;0.0;0.0;3000.0;3000.0;0.0;16.0;10.0;48.0;1.0;1.0;1.0;1.0;1.0;0.42708;0.06427000000000001;0.09640499999999999;-0.19280999999999998;0.17139000000000001;0.0;1.0;1.0;0.0;-0.070388;-0.073196;-0.06806;0.035666;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;6.0;30.0;6.0;1.0;4.0;8.0;140.0;140.0;1.0;29.91;1.0;0.0;1629.0804532985155;120.40570515268027;;0;0
826.18;0.0;0.0;3000.0;3000.0;0.0;16.0;10.0;48.0;1.0;1.0;1.0;1.0;1.0;0.43023;0.07498200000000001;0.09640499999999999;-0.11782999999999999;0.11782999999999999;0.0;1.0;1.0;0.0;-0.057699;-0.018018;-0.06690700000000001;0.035666;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;6.0;30.0;6.0;1.0;4.0;8.0;140.0;140.0;1.0;29.91;1.0;0.0;1628.958884718798;120.40529998957874;;0;0
826.19;0.0;0.0;3000.0;3000.0;0.0;16.0;10.0;48.0;1.0;1.0;1.0;1.0;1.0;0.43023;0.07498200000000001;0.08569299999999999;-0.17139000000000001;0.14995999999999998;0.0;1.0;1.0;0.0;-0.084231;-0.073196;-0.06690700000000001;0.035666;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;6.0;30.0;6.0;1.0;4.0;8.0;140.0;140.0;1.0;29.91;1.0;0.0;1628.8373218328195;120.40489502406747;;0;0
826.2;0.0;0.0;3000.0;3000.0;0.0;16.0;10.0;48.0;1.0;1.0;1.0;1.0;1.0;0.43023;0.07498200000000001;0.08569299999999999;-0.16068;0.13925;0.0;1.0;1.0;0.0;-0.08884500000000001;-0.032657;-0.0646;0.034555;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;6.0;30.0;6.0;1.0;4.0;8.0;140.0;140.0;1.0;29.91;1.0;0.0;1628.7157646408598;120.4044902561538;;0;0
826.21;0.0;0.0;3000.0;3000.0;0.0;16.0;10.0;48.0;1.0;1.0;1.0;1.0;1.0;0.43337;0.06427000000000001;0.09640499999999999;-0.17139000000000001;0.16068;0.0;1.0;1.0;0.0;-0.050776999999999996;-0.037161;-0.06806;0.035666;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;6.0;30.0;6.0;1.0;4.0;8.0;140.0;140.0;1.0;29.91;1.0;0.0;1628.594213143197;120.40408568584499;;0;0
826.22;0.0;0.0;3000.0;3000.0;0.0;16.0;10.0;48.0;1.0;1.0;1.0;1.0;1.0;0.4208;0.06427000000000001;0.08569299999999999;-0.17139000000000001;0.11782999999999999;0.0;1.0;1.0;0.0;-0.038088;-0.037161;-0.06690700000000001;0.035666;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;6.0;30.0;6.0;1.0;4.0;8.0;140.0;140.0;1.0;29.91;1.0;0.0;1628.4726673401105;120.40368131314828;;0;0
826.23;0.0;0.0;3000.0;3000.0;0.0;16.0;10.0;48.0;1.0;1.0;1.0;1.0;1.0;0.43023;0.06427000000000001;0.09640499999999999;-0.19280999999999998;0.14995999999999998;0.0;1.0;1.0;0.0;-0.041549;-0.073196;-0.06575299999999999;0.035666;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;6.0;30.0;6.0;1.0;4.0;8.0;140.0;140.0;1.0;29.91;1.0;0.0;1628.3511272318801;120.40327713807095;;0;0
826.24;0.0;0.0;3000.0;3000.0;0.0;16.0;10.0;48.0;1.0;1.0;1.0;1.0;1.0;0.42708;0.06427000000000001;0.09640499999999999;-0.16068;0.16068;0.0;1.0;1.0;0.0;-0.07961599999999999;-0.073196;-0.06690700000000001;0.036777;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;6.0;30.0;6.0;1.0;4.0;8.0;140.0;140.0;1.0;29.91;1.0;0.0;1628.229592818783;120.40287316062029;;0;0
826.25;0.0;0.0;3000.0;3000.0;0.0;16.0;10.0;48.0;1.0;1.0;1.0;1.0;1.0;0.43023;0.07498200000000001;0.09640499999999999;-0.1821;0.14995999999999998;0.0;1.0;1.0;0.0;-0.08884500000000001;-0.073196;-0.06575299999999999;0.035666;0.0;0.0;1.0;0.0;0.0;34.946999999999996;34.946999999999996;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;6.0;30.0;6.0;1.0;4.0;8.0;140.0;140.0;1.0;29.91;1.0;0.0;1628.1080641010994;120.40246938080357;;0;0
