TIME;AUD_FwsNumber;AUD_AlarmNumber;FCUALTSELOUT_simaplaw_a;FCUALTSELOUT_simaplaw_b;FCU_AltKnobIncrement;IR1OUT_a4_i_150_GPS_UTC_hours;IR1OUT_a4_i_150_GPS_UTC_minutes;IR1OUT_a4_i_150_GPS_UTC_seconds;BAP1ENGDOUT_simaplaw_a;B1FDENGDNCOUT_simaplaw_a;B1FDENGDNCOUT_simaplaw_b;BATHRENGDOUT;P_PEDALS_STEERING;P_THROTTLE_LEVER_ANGLE_ENGINE_1;P_THROTTLE_LEVER_ANGLE_ENGINE_2;P_THROTTLE_LEVER_ANGLE_ENGINE_3;P_THROTTLE_LEVER_ANGLE_ENGINE_4;P_RIGHT_SIDESTICK_TRIGGER_PRESSED;P_LG_PANEL_ANTI_SKID_POSITION_SELECTED;P_LG_PANEL_GEAR_DOWN_REQUEST;P_LG_PANEL_GEAR_UP_REQUEST;P_LEFT_SIDESTICK_PITCH_CTRL;P_LEFT_SIDESTICK_ROLL_CTRL;P_RIGHT_SIDESTICK_PITCH_CTRL;P_RIGHT_SIDESTICK_ROLL_CTRL;P_LEFT_SIDESTICK_INSTINCTIVE_DISCONNECT;CKT_Engine1MasterLeverOn;CKT_Engine2MasterLeverOn;CKT_ThrustLeverAngle[0];CKT_ThrustLeverAngle[1];CKT_ThrustLeverAngle[2];CKT_ThrustLeverAngle[3];P_FLAPS_BOOLEAN_1;P_FLAPS_BOOLEAN_2;P_FLAPS_BOOLEAN_3;P_FLAPS_BOOLEAN_4;P_FLAPS_BOOLEAN_5;FCU_LeftBaroSetting;ALTFCU;BGOTOFCUOUT_simaplaw_a;FCGS_FcuVerticalSpeedSelect;FCGS_HdgTrkTargetToBeDisplayedOnFcu;FCUALTSELPROUT_simaplaw_a;FCULATSELPROUT_simaplaw_a;FCUMACHSELOUT_simaplaw_a;FCUMODEOUT_simaplaw_a;FCURANGEOUT_simaplaw_a;FCUSPDSELOUT_simaplaw_a;FCUSPDSELPROUT_simaplaw_a;FCUVSSELPROUT_simaplaw_a;FCU_AltRateSelector;FCU_RightBaroSetting;FCU_AdaptRangeCpt10Nm;FCU_AdaptRangeCpt20Nm;FCU_AdaptRangeFo10Nm;FCU_AdaptRangeFo20Nm;ALTITUDE;SPEED;AOI;AlarmActive;Action
734.02;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.27303;0.08569299999999999;0.09640499999999999;-0.1821;0.1821;0.0;1.0;1.0;0.0;0.17878;0.0;-0.063446;0.024558;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1522.5101761644025;121.25084735428888;;0;0
734.03;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.27931999999999996;0.08569299999999999;0.09640499999999999;-0.13925;0.17139000000000001;0.0;1.0;1.0;0.0;0.17994000000000002;-0.037161;-0.062291999999999986;0.025668;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1522.4877584849219;121.24961677580453;;0;0
734.04;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.26989;0.07498200000000001;0.10712;-0.16068;0.19280999999999998;0.0;1.0;1.0;0.0;0.15571;-0.073196;-0.063446;0.023447;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1522.4653517719619;121.24838677629101;;0;0
734.05;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.26989;0.08569299999999999;0.11782999999999999;-0.12854000000000002;0.16068;0.0;1.0;1.0;0.0;0.21685;0.0;-0.063446;0.025668;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1522.442956025826;121.24715735578808;;0;0
734.06;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.27618000000000004;0.08569299999999999;0.10712;-0.1821;0.17139000000000001;0.0;1.0;1.0;0.0;0.14187;-0.073196;-0.063446;0.025668;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1522.420571246817;121.24592851433563;;0;0
734.07;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.26989;0.08569299999999999;0.10712;-0.12854000000000002;0.1821;0.0;1.0;1.0;0.0;0.13379000000000002;-0.037161;-0.063446;0.024558;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1522.3981974352384;121.24470025197336;;0;0
734.08;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.26989;0.08569299999999999;0.09640499999999999;-0.17139000000000001;0.17139000000000001;0.0;1.0;1.0;0.0;0.14302;-0.073196;-0.0646;0.025668;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1522.3758345913932;121.24347256874113;;0;0
734.09;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.26674000000000003;0.09640499999999999;0.11782999999999999;-0.12854000000000002;0.19280999999999998;0.0;1.0;1.0;0.0;0.09687899999999999;0.0078827;-0.063446;0.024558;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1522.3534827155845;121.24224546467869;;0;0
734.1;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.27931999999999996;0.09640499999999999;0.09640499999999999;-0.17139000000000001;0.1821;0.0;1.0;1.0;0.0;0.10611;-0.055179;-0.062291999999999986;0.025668;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1522.3311418081162;121.24101893982582;;0;0
734.11;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.26989;0.07498200000000001;0.10712;-0.13925;0.1821;0.0;1.0;1.0;0.0;0.050737;-0.028151999999999996;-0.0646;0.026779;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1522.3088118692904;121.23979299422241;;0;0
734.12;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.27931999999999996;0.08569299999999999;0.09640499999999999;-0.11782999999999999;0.17139000000000001;0.0;1.0;1.0;0.0;0.069194;-0.037161;-0.062291999999999986;0.025668;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1522.286492899412;121.23856762790814;;0;0
734.13;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.26989;0.08569299999999999;0.09640499999999999;-0.12854000000000002;0.1821;0.0;1.0;1.0;0.0;-0.0046346;-0.037161;-0.063446;0.025668;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1522.2641848987823;121.23734284092285;;0;0
734.14;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.26989;0.07498200000000001;0.10712;-0.19280999999999998;0.1821;0.0;1.0;1.0;0.0;0.013822;-0.037161;-0.063446;0.024558;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1522.2418878677065;121.23611863330638;;0;0
734.15;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.27618000000000004;0.08569299999999999;0.08569299999999999;-0.13925;0.1821;0.0;1.0;1.0;0.0;-0.042702;-0.073196;-0.063446;0.024558;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1522.2196018064858;121.23489500509848;;0;0
734.16;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.26989;0.08569299999999999;0.11782999999999999;-0.17139000000000001;0.19280999999999998;0.0;1.0;1.0;0.0;0.012669;-0.037161;-0.062291999999999986;0.025668;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1522.1973267154249;121.23367195633892;;0;0
734.17;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.26989;0.09640499999999999;0.09640499999999999;-0.13925;0.17139000000000001;0.0;1.0;1.0;0.0;-0.0092488;0.0;-0.063446;0.025668;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1522.1750625948264;121.23244948706751;;0;0
734.18;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.27303;0.08569299999999999;0.11782999999999999;-0.16068;0.1821;0.0;1.0;1.0;0.0;-0.0046346;-0.037161;-0.063446;0.025668;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1522.1528094449932;121.23122759732412;;0;0
734.19;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.27618000000000004;0.09640499999999999;0.09640499999999999;-0.14995999999999998;0.17139000000000001;0.0;1.0;1.0;0.0;0.017283;-0.028151999999999996;-0.063446;0.025668;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1522.1305672662293;121.23000628714844;;0;0
734.2;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.27303;0.09640499999999999;0.08569299999999999;-0.14995999999999998;0.1821;0.0;1.0;1.0;0.0;-0.042702;-0.055179;-0.062291999999999986;0.024558;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1522.1083360588375;121.22878555658028;;0;0
734.21;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.27618000000000004;0.08569299999999999;0.08569299999999999;-0.13925;0.1821;0.0;1.0;1.0;0.0;-0.003481;0.009008799999999999;-0.062291999999999986;0.025668;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1522.086115823121;121.2275654056595;;0;0
734.22;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.27931999999999996;0.08569299999999999;0.09640499999999999;-0.19280999999999998;0.16068;0.0;1.0;1.0;0.0;-0.024245;-0.073196;-0.062291999999999986;0.024558;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1522.063906559383;121.22634583442586;;0;0
734.23;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.27931999999999996;0.09640499999999999;0.09640499999999999;-0.13925;0.19280999999999998;0.0;1.0;1.0;0.0;0.013822;-0.018018;-0.062291999999999986;0.025668;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1522.0417082679273;121.22512684291912;;0;0
734.24;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.27931999999999996;0.08569299999999999;0.09640499999999999;-0.17139000000000001;0.1821;0.0;1.0;1.0;0.0;-0.0046346;-0.018018;-0.063446;0.024558;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1522.0195209490564;121.22390843117913;;0;0
734.25;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.27303;0.07498200000000001;0.09640499999999999;-0.11782999999999999;0.17139000000000001;0.0;1.0;1.0;0.0;-0.042702;-0.073196;-0.063446;0.026779;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1521.9973446030733;121.22269059924564;;0;0
734.26;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.27618000000000004;0.08569299999999999;0.08569299999999999;-0.1821;0.1821;0.0;1.0;1.0;0.0;-0.051931;-0.037161;-0.0646;0.025668;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1521.9751792302825;121.2214733471585;;0;0
734.27;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.27303;0.08569299999999999;0.10712;-0.11782999999999999;0.1821;0.0;1.0;1.0;0.0;0.0034404;-0.073196;-0.0646;0.023447;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1521.9530248309854;121.22025667495743;;0;0
734.28;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.26989;0.07498200000000001;0.09640499999999999;-0.16068;0.1821;0.0;1.0;1.0;0.0;-0.051931;-0.032657;-0.063446;0.025668;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1521.9308814054873;121.21904058268228;;0;0
734.29;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.27931999999999996;0.09640499999999999;0.11782999999999999;-0.16068;0.17139000000000001;0.0;1.0;1.0;0.0;-0.023091999999999998;0.0;-0.063446;0.024558;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1521.9087489540896;121.21782507037285;;0;0
734.3;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.27931999999999996;0.09640499999999999;0.09640499999999999;-0.17139000000000001;0.17139000000000001;0.0;1.0;1.0;0.0;0.013822;-0.037161;-0.062291999999999986;0.024558;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1521.886627477097;121.21661013806884;;0;0
734.31;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.27931999999999996;0.08569299999999999;0.10712;-0.16068;0.1821;0.0;1.0;1.0;0.0;-0.0046346;0.0;-0.062291999999999986;0.024558;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1521.864516974811;121.21539578581016;;0;0
734.32;0.0;0.0;3000.0;3000.0;0.0;11.0;5.0;28.0;0.0;1.0;1.0;1.0;0.26989;0.07498200000000001;0.09640499999999999;-0.17139000000000001;0.17139000000000001;0.0;1.0;1.0;0.0;-0.042702;0.0;-0.063446;0.025668;0.0;1.0;1.0;26.5;26.5;24.406;24.406;1.0;0.0;0.0;0.0;1.0;29.91;3000.0;0.0;-200.0;128.0;30.0;128.0;2.2;4.0;8.0;131.0;131.0;-2.0;1.0;29.91;1.0;0.0;1.0;0.0;1521.8424174475367;121.21418201363657;;0;0
