TIME;AUD_FwsNumber;AUD_AlarmNumber;FCUALTSELOUT_simaplaw_a;FCUALTSELOUT_simaplaw_b;FCU_AltKnobIncrement;IR1OUT_a4_i_150_GPS_UTC_hours;IR1OUT_a4_i_150_GPS_UTC_minutes;IR1OUT_a4_i_150_GPS_UTC_seconds;BAP1ENGDOUT_simaplaw_a;B1FDENGDNCOUT_simaplaw_a;B1FDENGDNCOUT_simaplaw_b;BATHRENGDOUT;P_PEDALS_STEERING;P_THROTTLE_LEVER_ANGLE_ENGINE_1;P_THROTTLE_LEVER_ANGLE_ENGINE_2;P_THROTTLE_LEVER_ANGLE_ENGINE_3;P_THROTTLE_LEVER_ANGLE_ENGINE_4;P_LEFT_SIDESTICK_TRIGGER_PRESSED;P_LG_PANEL_ANTI_SKID_POSITION_SELECTED;P_LG_PANEL_GEAR_DOWN_REQUEST;P_LG_PANEL_GEAR_UP_REQUEST;P_LEFT_SIDESTICK_PITCH_CTRL;P_LEFT_SIDESTICK_ROLL_CTRL;P_RIGHT_SIDESTICK_PITCH_CTRL;P_RIGHT_SIDESTICK_ROLL_CTRL;CKT_Engine1MasterLeverOn;CKT_Engine2MasterLeverOn;CKT_ThrustLeverAngle[0];CKT_ThrustLeverAngle[1];CKT_ThrustLeverAngle[2];CKT_ThrustLeverAngle[3];P_FLAPS_BOOLEAN_1;P_FLAPS_BOOLEAN_2;P_FLAPS_BOOLEAN_3;P_FLAPS_BOOLEAN_4;P_FLAPS_BOOLEAN_5;P_GLS_L_MASTER_CAUTION_BUTTON_PUSHED;P_GLS_R_MASTER_WARNING_BUTTON_PUSHED;FCU_LeftBaroSetting;ALTFCU;BGOTOFCUOUT_simaplaw_a;FCGS_FcuVerticalSpeedSelect;FCGS_HdgTrkTargetToBeDisplayedOnFcu;FCUALTSELPROUT_simaplaw_a;FCULATSELPROUT_simaplaw_a;FCUMACHSELOUT_simaplaw_a;FCUMODEOUT_simaplaw_a;FCURANGEOUT_simaplaw_a;FCUSPDSELOUT_simaplaw_a;FCUSPDSELPROUT_simaplaw_a;FCUVSSELPROUT_simaplaw_a;FCU_AltRateSelector;FCU_RightBaroSetting;FCU_AdaptRangeCpt10Nm;FCU_AdaptRangeCpt20Nm;FCU_AdaptRangeCpt40Nm;FCU_AdaptRangeFo20Nm;ALTITUDE;SPEED;AOI;AlarmActive;Action
1065.38;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.48367;0.09640499999999999;0.09640499999999999;0.06427000000000001;0.11782999999999999;0.0;1.0;1.0;0.0;-0.041549;-0.073196;-0.057678;0.024558;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1131.1518799306534;122.04683911072641;;0;0
1065.39;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.48367;0.10712;0.09640499999999999;0.07498200000000001;0.10712;0.0;1.0;1.0;0.0;-0.1073;-0.046169999999999996;-0.057678;0.026779;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1131.121055918221;122.04483605923531;;0;0
1065.4;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.48053;0.10712;0.11782999999999999;0.032135000000000004;0.11782999999999999;0.0;1.0;1.0;0.0;-0.1073;-0.018018;-0.057678;0.025668;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1131.0902466805471;122.04283393379713;;0;0
1065.41;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.47739;0.09640499999999999;0.10712;0.08569299999999999;0.09640499999999999;0.0;1.0;1.0;0.0;-0.041549;-0.073196;-0.055371000000000004;0.026779;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1131.0594522183544;122.04083273449316;;0;0
1065.42;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.4899600000000001;0.09640499999999999;0.10712;0.042847;0.13925;0.0;1.0;1.0;0.0;-0.1073;-0.034908999999999996;-0.055371000000000004;0.026779;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1131.0286725323672;122.03883246140457;;0;0
1065.43;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.48053;0.10712;0.08569299999999999;0.09640499999999999;0.09640499999999999;0.0;1.0;1.0;0.0;-0.041549;-0.011261;-0.056525;0.026779;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1130.9979076233071;122.03683311461269;;0;0
1065.44;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.48682;0.10712;0.09640499999999999;0.053558;0.09640499999999999;0.0;1.0;1.0;0.0;-0.10269;0.0;-0.056525;0.025668;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1130.9671574918966;122.03483469419862;;0;0
1065.45;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.48367;0.10712;0.11782999999999999;0.09640499999999999;0.09640499999999999;0.0;1.0;1.0;0.0;-0.10038;-0.073196;-0.056525;0.026779;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1130.936422138859;122.03283720024366;;0;0
1065.46;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.48682;0.09640499999999999;0.08569299999999999;0.032135000000000004;0.11782999999999999;0.0;1.0;1.0;0.0;-0.07961599999999999;-0.073196;-0.057678;0.024558;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1130.9057015649166;122.03084063282905;;0;0
1065.47;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.48053;0.10712;0.10712;0.10712;0.07498200000000001;0.0;1.0;1.0;0.0;-0.041549;-0.073196;-0.055371000000000004;0.026779;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1130.8749957707926;122.0288449920359;;0;0
1065.48;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.48367;0.10712;0.11782999999999999;-0.010712000000000001;0.13925;0.0;1.0;1.0;0.0;-0.060006;-0.02027;-0.056525;0.026779;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1130.8443047572096;122.02685027794557;;0;0
1065.49;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.48682;0.10712;0.10712;0.09640499999999999;0.08569299999999999;0.0;1.0;1.0;0.0;-0.09807300000000001;-0.009008799999999999;-0.057678;0.025668;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1130.8136285248904;122.02485649063922;;0;0
1065.5;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.48682;0.10712;0.10712;-0.07498200000000001;0.16068;0.0;1.0;1.0;0.0;-0.09807300000000001;-0.034908999999999996;-0.056525;0.025668;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1130.7829670745575;122.02286363019812;;0;0
1065.51;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.48682;0.09640499999999999;0.09640499999999999;0.010712000000000001;0.12854000000000002;0.0;1.0;1.0;0.0;-0.11192;-0.073196;-0.057678;0.025668;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1130.7523204069341;122.02087169670344;;0;0
1065.52;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.4899600000000001;0.09640499999999999;0.11782999999999999;-0.06427000000000001;0.14995999999999998;0.0;1.0;1.0;0.0;-0.041549;-0.073196;-0.055371000000000004;0.024558;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1130.7216885227424;122.01888069023643;;0;0
1065.53;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.48682;0.11782999999999999;0.10712;0.010712000000000001;0.14995999999999998;0.0;1.0;1.0;0.0;-0.05654500000000001;-0.073196;-0.056525;0.025668;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1130.691071422705;122.01689061087835;;0;0
1065.54;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.48053;0.09640499999999999;0.11782999999999999;-0.12854000000000002;0.17139000000000001;0.0;1.0;1.0;0.0;-0.070388;0.0;-0.056525;0.024558;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1130.6604691075454;122.01490145871034;;0;0
1065.55;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.48682;0.09640499999999999;0.10712;-0.010712000000000001;0.13925;0.0;1.0;1.0;0.0;-0.041549;-0.037161;-0.057678;0.025668;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1130.6298815779858;122.01291323381372;;0;0
1065.56;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.48053;0.10712;0.11782999999999999;-0.07498200000000001;0.16068;0.0;1.0;1.0;0.0;-0.050776999999999996;-0.073196;-0.057678;0.026779;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1130.599308834749;122.01092593626967;;0;0
1065.57;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.47739;0.10712;0.10712;0.021422999999999998;0.12854000000000002;0.0;1.0;1.0;0.0;-0.09807300000000001;-0.018018;-0.058832;0.025668;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1130.5687508785581;122.00893956615938;;0;0
1065.58;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.48367;0.07498200000000001;0.10712;-0.11782999999999999;0.16068;0.0;1.0;1.0;0.0;-0.10960999999999999;0.0;-0.056525;0.025668;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1130.538207710135;122.00695412356414;;0;0
1065.59;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.48682;0.08569299999999999;0.09640499999999999;0.042847;0.12854000000000002;0.0;1.0;1.0;0.0;-0.1073;-0.009008799999999999;-0.057678;0.024558;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1130.5076793302035;122.00496960856516;;0;0
1065.6;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.48367;0.09640499999999999;0.09640499999999999;-0.032135000000000004;0.12854000000000002;0.0;1.0;1.0;0.0;-0.058852;-0.010135;-0.056525;0.026779;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1130.4771657394865;122.00298602124364;;0;0
1065.61;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.48682;0.11782999999999999;0.09640499999999999;0.021422999999999998;0.12854000000000002;0.0;1.0;1.0;0.0;-0.05654500000000001;-0.073196;-0.057678;0.026779;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1130.4466669387052;122.00100336168084;;0;0
1065.62;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.48682;0.09640499999999999;0.09640499999999999;-0.13925;0.17139000000000001;0.0;1.0;1.0;0.0;-0.10269;-0.02027;-0.055371000000000004;0.024558;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1130.416182928583;121.99902162995797;;0;0
1065.63;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.48053;0.07498200000000001;0.11782999999999999;-0.11782999999999999;0.1821;0.0;1.0;1.0;0.0;-0.11422;0.0011260999999999999;-0.056525;0.024558;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1130.3857137098441;121.99704082615622;;0;0
1065.64;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.48367;0.07498200000000001;0.10712;-0.14995999999999998;0.17139000000000001;0.0;1.0;1.0;0.0;-0.050776999999999996;-0.073196;-0.057678;0.024558;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1130.355259283209;121.99506095035684;;0;0
1065.65;0.0;0.0;3000.0;3000.0;0.0;11.0;35.0;0.0;1.0;1.0;1.0;1.0;0.48367;0.09640499999999999;0.10712;-0.09640499999999999;0.16068;0.0;1.0;1.0;0.0;-0.11538;-0.027025999999999998;-0.058832;0.025668;1.0;1.0;26.19400000000001;26.19400000000001;24.930999999999997;24.930999999999997;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;3000.0;0.0;-1600.0;62.0;30.0;62.0;2.21;4.0;8.0;133.0;133.0;-16.0;1.0;29.91;1.0;0.0;0.0;1.0;1130.3248196494021;121.99308200264109;;0;0
