TIME;AUD_FwsNumber;AUD_AlarmNumber;FCUALTSELOUT_simaplaw_a;FCUALTSELOUT_simaplaw_b;FCU_AltKnobIncrement;IR1OUT_a4_i_150_GPS_UTC_hours;IR1OUT_a4_i_150_GPS_UTC_minutes;IR1OUT_a4_i_150_GPS_UTC_seconds;BAP1ENGDOUT_simaplaw_a;BAP2ENGDOUT_simaplaw_b;BATHRENGDOUT;P_PEDALS_STEERING;P_THROTTLE_LEVER_ANGLE_ENGINE_1;P_THROTTLE_LEVER_ANGLE_ENGINE_2;P_THROTTLE_LEVER_ANGLE_ENGINE_3;P_THROTTLE_LEVER_ANGLE_ENGINE_4;P_LG_PANEL_ANTI_SKID_POSITION_SELECTED;P_LG_PANEL_GEAR_DOWN_REQUEST;P_LG_PANEL_GEAR_UP_REQUEST;P_LEFT_SIDESTICK_PITCH_CTRL;P_LEFT_SIDESTICK_ROLL_CTRL;P_RIGHT_SIDESTICK_PITCH_CTRL;P_RIGHT_SIDESTICK_ROLL_CTRL;P_LEFT_SIDESTICK_INSTINCTIVE_DISCONNECT;CKT_Engine1MasterLeverOn;CKT_Engine2MasterLeverOn;CKT_ThrustLeverAngle[0];CKT_ThrustLeverAngle[1];CKT_ThrustLeverAngle[2];CKT_ThrustLeverAngle[3];P_FLAPS_BOOLEAN_1;P_FLAPS_BOOLEAN_2;P_FLAPS_BOOLEAN_3;P_FLAPS_BOOLEAN_4;P_FLAPS_BOOLEAN_5;P_GLS_R_MASTER_CAUTION_BUTTON_PUSHED;P_GLS_R_MASTER_WARNING_BUTTON_PUSHED;FCU_LeftBaroSetting;ALTFCU;FCGS_FcuFpaSelect;FCGS_FcuVerticalSpeedSelect;FCGS_HdgTrkTargetToBeDisplayedOnFcu;FCUALTSELPROUT_simaplaw_a;FCULATSELPROUT_simaplaw_a;FCUMACHSELOUT_simaplaw_a;FCUMODEOUT_simaplaw_a;FCURANGEOUT_simaplaw_a;FCUSPDSELOUT_simaplaw_a;FCUSPDSELPROUT_simaplaw_a;FCUVSSELPROUT_simaplaw_a;FCU_AdaptSdpKnobPull;FCU_AltRateSelector;FCU_RightBaroSetting;FCU_AdaptRangeCpt20Nm;FCU_AdaptRangeFo10Nm;FCU_AdaptRangeFo20Nm;FCU_AdaptRangeFo40Nm;ALTITUDE;SPEED;AOI;AlarmActive;Action
1167.54;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;29.0;1.0;1.0;1.0;0.50883;0.09640499999999999;0.10712;0.11782999999999999;0.07498200000000001;1.0;1.0;0.0;-0.07961599999999999;-0.046169999999999996;-0.063446;0.019003;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1626.3318324730078;120.17650353439322;;0;0
1167.55;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;29.0;1.0;1.0;1.0;0.5151100000000001;0.10712;0.08569299999999999;0.2142300000000001;0.021422999999999998;1.0;1.0;0.0;-0.0046346;-0.031531;-0.0646;0.020114;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1626.2164672354031;120.17632773859721;;0;0
1167.56;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;29.0;1.0;1.0;1.0;0.50883;0.10712;0.09640499999999999;0.19280999999999998;0.021422999999999998;1.0;1.0;0.0;-0.08884500000000001;-0.027025999999999998;-0.0646;0.017893;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1626.1011035824692;120.17615202882551;;0;0
1167.57;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;29.0;1.0;1.0;1.0;0.50883;0.11782999999999999;0.10712;0.20352;0.021422999999999998;1.0;1.0;0.0;-0.065773;-0.022522;-0.0646;0.019003;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1625.9857415142874;120.17597640508056;;0;0
1167.58;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;29.0;1.0;1.0;1.0;0.51197;0.10712;0.10712;0.10712;0.07498200000000001;1.0;1.0;0.0;-0.07961599999999999;-0.055179;-0.0646;0.019003;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1625.8703810309405;120.17580086736463;;0;0
1167.59;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;29.0;1.0;1.0;1.0;0.5151100000000001;0.11782999999999999;0.10712;0.17139000000000001;0.06427000000000001;1.0;1.0;0.0;-0.0046346;-0.073196;-0.0646;0.017893;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1625.7550221325125;120.17562541568012;;0;0
1167.6;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;29.0;1.0;1.0;1.0;0.50883;0.10712;0.08569299999999999;0.13925;0.042847;1.0;1.0;0.0;-0.0046346;-0.032657;-0.063446;0.019003;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1625.6396648190853;120.17545005002934;;0;0
1167.61;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;29.0;1.0;1.0;1.0;0.51826;0.11782999999999999;0.08569299999999999;0.17139000000000001;0.053558;1.0;1.0;0.0;-0.08769099999999999;-0.10923;-0.06575299999999999;0.019003;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1625.5243090907431;120.17527477041463;;0;0
1167.62;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;29.0;1.0;1.0;1.0;0.51826;0.09640499999999999;0.08569299999999999;0.17139000000000001;0.042847;1.0;1.0;0.0;-0.06115900000000001;-0.073196;-0.0646;0.017893;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1625.4089549475675;120.17509957683843;;0;0
1167.63;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;29.0;1.0;1.0;1.0;0.51197;0.10712;0.09640499999999999;0.20352;0.032135000000000004;1.0;1.0;0.0;-0.06808099999999999;-0.036035000000000005;-0.0646;0.017893;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1625.293602389643;120.174924469303;;0;0
1167.64;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;29.0;1.0;1.0;1.0;0.51826;0.10712;0.08569299999999999;0.22495;0.021422999999999998;1.0;1.0;0.0;-0.041549;-0.10923;-0.0646;0.017893;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1625.1782514170511;120.17474944781073;;0;0
1167.65;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;29.0;1.0;1.0;1.0;0.51197;0.10712;0.09640499999999999;0.23565999999999998;0.032135000000000004;1.0;1.0;0.0;-0.041549;-0.018018;-0.0646;0.019003;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1625.062902029876;120.17457451236395;;0;0
1167.66;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;29.0;1.0;1.0;1.0;0.5151100000000001;0.09640499999999999;0.10712;0.12854000000000002;0.07498200000000001;1.0;1.0;0.0;-0.0046346;-0.018018;-0.062291999999999986;0.019003;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1624.9475542281994;120.17439966296507;;0;0
1167.67;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;29.0;1.0;1.0;1.0;0.5151100000000001;0.10712;0.10712;0.19280999999999998;0.032135000000000004;1.0;1.0;0.0;-0.042702;-0.027025999999999998;-0.0646;0.017893;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1624.832208012106;120.17422489961636;;0;0
1167.68;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;29.0;1.0;1.0;1.0;0.51197;0.10712;0.08569299999999999;0.22495;0.010712000000000001;1.0;1.0;0.0;-0.07961599999999999;-0.064188;-0.0646;0.017893;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1624.7168633816782;120.17405022232019;;0;0
1167.69;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;29.0;1.0;1.0;1.0;0.50883;0.10712;0.10712;0.1821;0.032135000000000004;1.0;1.0;0.0;-0.043856;-0.073196;-0.0646;0.019003;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1624.601520336997;120.17387563107894;;0;0
1167.7;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;29.0;1.0;1.0;1.0;0.51197;0.08569299999999999;0.09640499999999999;0.14995999999999998;0.053558;1.0;1.0;0.0;-0.085384;-0.091214;-0.06575299999999999;0.019003;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1624.486178878149;120.17370112589498;;0;0
1167.71;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;29.0;1.0;1.0;1.0;0.51826;0.09640499999999999;0.09640499999999999;0.24636999999999998;0.0;1.0;1.0;0.0;-0.078463;-0.064188;-0.06575299999999999;0.017893;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1624.3708390052152;120.17352670677064;;0;0
1167.72;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;29.0;1.0;1.0;1.0;0.51197;0.08569299999999999;0.08569299999999999;0.22495;0.021422999999999998;1.0;1.0;0.0;-0.06808099999999999;-0.064188;-0.0646;0.017893;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1624.2555007182766;120.17335237370821;;0;0
1167.73;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;29.0;1.0;1.0;1.0;0.5151100000000001;0.10712;0.08569299999999999;0.20352;0.021422999999999998;1.0;1.0;0.0;-0.0046346;-0.091214;-0.063446;0.020114;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1624.1401640174204;120.17317812671013;;0;0
1167.74;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;29.0;1.0;1.0;1.0;0.51826;0.09640499999999999;0.10712;0.14995999999999998;0.06427000000000001;1.0;1.0;0.0;-0.023091999999999998;-0.073196;-0.0646;0.020114;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1624.0248289027268;120.17300396577866;;0;0
1167.75;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;29.0;1.0;1.0;1.0;0.50568;0.09640499999999999;0.11782999999999999;0.20352;0.042847;1.0;1.0;0.0;-0.05654500000000001;-0.055179;-0.0646;0.019003;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1623.9094953742788;120.17282989091628;;0;0
1167.76;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;30.0;1.0;1.0;1.0;0.50883;0.10712;0.09640499999999999;0.19280999999999998;0.032135000000000004;1.0;1.0;0.0;-0.023091999999999998;-0.074323;-0.0646;0.020114;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1623.794163432161;120.1726559021252;;0;0
1167.77;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;30.0;1.0;1.0;1.0;0.5151100000000001;0.10712;0.09640499999999999;0.19280999999999998;0.032135000000000004;1.0;1.0;0.0;-0.084231;-0.055179;-0.0646;0.019003;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1623.6788330764546;120.17248199940785;;0;0
1167.78;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;30.0;1.0;1.0;1.0;0.50883;0.09640499999999999;0.08569299999999999;0.17139000000000001;0.053558;1.0;1.0;0.0;-0.013863;-0.073196;-0.0646;0.019003;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1623.5635043072439;120.17230818276659;;0;0
1167.79;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;30.0;1.0;1.0;1.0;0.51197;0.10712;0.10712;0.20352;0.032135000000000004;1.0;1.0;0.0;-0.093459;-0.073196;-0.0646;0.017893;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1623.4481771246114;120.17213445220371;;0;0
1167.8;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;30.0;1.0;1.0;1.0;0.51826;0.10712;0.09640499999999999;0.22495;0.010712000000000001;1.0;1.0;0.0;-0.08077000000000001;-0.073196;-0.06575299999999999;0.019003;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1623.3328515286398;120.17196080772163;;0;0
1167.81;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;30.0;1.0;1.0;1.0;0.5151100000000001;0.11782999999999999;0.09640499999999999;0.24636999999999998;0.010712000000000001;1.0;1.0;0.0;-0.06115900000000001;-0.055179;-0.0646;0.019003;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1623.2175275194131;120.17178724932268;;0;0
1167.82;0.0;0.0;4000.0;4000.0;0.0;10.0;27.0;30.0;1.0;1.0;1.0;0.5151100000000001;0.09640499999999999;0.09640499999999999;0.14995999999999998;0.053558;1.0;1.0;0.0;-0.085384;-0.027025999999999998;-0.06575299999999999;0.017893;0.0;0.0;1.0;0.0;0.0;34.733000000000004;34.733000000000004;1.0;0.0;0.0;0.0;1.0;0.0;0.0;29.91;4000.0;1.8;1300.0;9.0;40.0;9.0;1.0;4.0;8.0;135.0;135.0;13.0;0.0;1.0;29.91;1.0;0.0;1.0;0.0;1623.102205097014;120.17161377700918;;0;0
